ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
409901.29,8.88,3.71,181437.01,3.93
409849.57,8.88,3.71,181437.01,3.93
409797.84,8.88,3.71,181437.73,3.93
409746.12,8.88,3.71,181438.02,3.93
409541.99,8.88,3.7,181306.16,3.93
409912.7,8.89,3.71,181305.48,3.93
409860.98,8.89,3.71,181987.07,3.95
409498.54,8.88,3.71,181691.49,3.94
409446.81,8.88,3.71,181743.82,3.94
409395.09,8.88,3.71,181743.82,3.94
409343.37,8.88,3.71,181743.82,3.94
409291.64,8.88,3.71,181743.82,3.94
409239.92,8.88,3.71,181789.55,3.95
409602.07,8.89,3.72,181743.82,3.95
409972.79,8.9,3.73,181743.82,3.95
409921.07,8.9,3.73,182502.67,3.96
409724.17,8.9,3.73,182003.08,3.95
409672.45,8.9,3.73,182404.06,3.96
409310.01,8.89,3.72,182010.76,3.95
409258.28,8.89,3.72,182010.76,3.96
408964.15,8.89,3.72,181656.99,3.95
409100.98,8.89,3.72,181656.99,3.95
409554.35,8.9,3.73,181656.99,3.95
409691.18,8.91,3.73,181657.98,3.95
409216.08,8.9,3.73,181657.84,3.95
409352.9,8.9,3.73,181656.99,3.95
409301.18,8.9,3.73,182145.71,3.96
409249.46,8.9,3.73,182071.99,3.96
409628.14,8.91,3.74,182697.28,3.98
409764.97,8.92,3.75,182697.28,3.98
409766.42,8.92,3.75,182699.03,3.98
409714.7,8.92,3.75,182699.03,3.98
409851.52,8.92,3.75,182699.03,3.98
409799.8,8.92,3.75,182703.03,3.98
409748.07,8.92,3.75,182700.31,3.98
409696.35,8.93,3.75,182699.03,3.98
409644.63,8.93,3.75,183202.94,3.99
409781.45,8.93,3.76,183252.9,3.99
409539.59,8.93,3.75,183000.17,3.99
409487.86,8.93,3.75,183000.17,3.99
409858.58,8.94,3.76,183000.17,3.99
409726.86,8.93,3.76,183003.23,3.99
409675.13,8.93,3.76,183001.62,3.99
410037.29,8.94,3.77,183000.17,3.99
410040.3,8.94,3.77,183013.23,3.99
409988.58,8.94,3.77,183258.53,4.0
410125.4,8.95,3.78,183320.2,4.0
410262.23,8.95,3.78,183013.23,3.99
410210.5,8.95,3.78,184110.75,4.02
410581.22,8.96,3.79,184110.75,4.02
410529.5,8.96,3.79,184110.75,4.02
410666.32,8.97,3.8,184110.75,4.02
410614.6,8.97,3.8,184122.04,4.02
410562.88,8.97,3.8,184117.91,4.02
410200.43,8.96,3.79,184110.75,4.02
410148.71,8.96,3.79,184526.25,4.03
410144.89,8.97,3.79,184479.69,4.03
410045.26,8.97,3.79,184358.84,4.03
409761.38,8.96,3.79,184023.7,4.02
410214.76,8.97,3.8,184023.7,4.02
410163.03,8.97,3.8,184023.7,4.03
410111.31,8.97,3.8,184023.7,4.03
410059.59,8.97,3.8,184040.91,4.03
410196.41,8.98,3.81,184029.15,4.03
410144.69,8.98,3.81,184026.78,4.03
410104.83,8.98,3.81,184726.95,4.04
409729.74,8.97,3.8,184057.65,4.03
410117.64,8.98,3.81,184818.25,4.05
410065.92,8.98,3.81,184818.25,4.05
410014.2,8.98,3.81,184818.25,4.05
409853.41,8.98,3.81,184624.51,4.05
409801.68,8.98,3.81,184642.38,4.05
408801.68,8.96,3.79,183642.38,4.03
409255.06,8.97,3.8,183624.53,4.03
409391.88,8.98,3.8,183624.51,4.03
409340.16,8.98,3.81,183944.91,4.03
409288.44,8.98,3.81,183840.4,4.03
409236.71,8.98,3.81,184363.38,4.05
409184.99,8.98,3.81,184363.38,4.05
409133.26,8.98,3.81,184363.38,4.05
408961.56,8.98,3.81,184113.03,4.04
408909.83,8.98,3.81,184130.08,4.04
409280.55,8.99,3.82,184118.59,4.04
409228.83,8.99,3.82,184113.3,4.04
408866.38,8.98,3.81,184579.08,4.05
408814.66,8.98,3.81,184214.24,4.05
408810.84,8.98,3.81,184183.73,4.05
408711.21,8.98,3.81,184173.03,4.05
408659.49,8.99,3.81,184173.03,4.05
408607.76,8.99,3.81,184173.03,4.05
408986.45,9.0,3.82,184253.01,4.05
408626.04,8.99,3.82,184265.65,4.05
408996.76,9.0,3.82,184271.96,4.05
409133.58,9.0,3.83,184225.52,4.05
408840.19,9.0,3.82,183965.17,4.05
408806.75,9.0,3.82,186303.46,4.1
408586.03,8.99,3.82,186119.84,4.1
408534.31,8.99,3.82,186119.84,4.1
408482.58,8.99,3.82,186141.73,4.1
409999.86,9.03,3.86,186070.95,4.1
410370.58,9.04,3.87,186069.93,4.1
410318.86,9.04,3.87,186066.7,4.1
410267.13,9.04,3.87,186205.36,4.1
410434.74,9.05,3.87,187685.42,4.14
410797.49,9.05,3.88,187685.46,4.14
410664.04,9.05,3.88,187685.42,4.14
410250.25,9.06,3.89,187685.42,4.14
410522.66,9.07,3.89,187685.42,4.14
410795.06,9.07,3.9,187693.67,4.15
410743.34,9.07,3.9,187696.11,4.15
410691.61,9.08,3.9,187705.98,4.15
411062.33,9.08,3.91,187734.17,4.15
411490.51,9.1,3.92,187413.64,4.14
411486.7,9.1,3.92,188909.04,4.18
411416.13,9.1,3.93,188709.72,4.17
411364.4,9.1,3.93,188709.72,4.17
411312.68,9.1,3.93,188709.72,4.17
410981.89,9.09,3.92,188414.89,4.17
410480.89,9.08,3.91,187756.38,4.16
410429.17,9.08,3.91,187763.83,4.16
410377.45,9.09,3.91,187758.48,4.16
410325.72,9.09,3.91,187763.8,4.16
410462.55,9.09,3.92,187986.09,4.16
410410.82,9.09,3.92,187772.86,4.16
410359.1,9.09,3.92,187939.64,4.16
410307.38,9.09,3.92,187939.64,4.17
410444.2,9.1,3.93,187939.64,4.17
410581.03,9.1,3.93,187939.64,4.17
410361.76,9.1,3.93,187728.82,4.16
410732.48,9.11,3.94,187729.71,4.16
410680.76,9.11,3.94,187729.9,4.16
410629.03,9.11,3.94,187728.82,4.16
410577.31,9.11,3.94,188410.73,4.18
410214.87,9.1,3.93,188109.11,4.17
410217.77,9.1,3.93,188110.45,4.17
410354.59,9.11,3.94,188322.77,4.18
410491.42,9.11,3.94,188322.77,4.18
410439.69,9.11,3.94,188322.77,4.18
410885.64,9.12,3.95,188325.17,4.18
410833.92,9.13,3.95,188324.12,4.18
410782.19,9.13,3.95,188324.37,4.18
410730.47,9.13,3.95,188704.11,4.19
410678.74,9.13,3.96,188828.48,4.2
410627.02,9.13,3.96,188929.0,4.2
410327.82,9.12,3.95,188711.55,4.2
410600.23,9.13,3.96,188711.55,4.2
410970.95,9.14,3.97,188711.55,4.2
410919.22,9.14,3.97,188883.08,4.2
411191.63,9.15,3.98,188861.0,4.2
410897.5,9.14,3.97,188779.55,4.2
412402.39,9.18,4.01,192203.8,4.28
412246.0,9.18,4.0,191560.24,4.26
412204.03,9.18,4.0,191001.55,4.25
412340.86,9.18,4.01,191001.55,4.25
412289.13,9.18,4.01,191001.55,4.25
412809.36,9.19,4.02,191003.43,4.25
412757.63,9.19,4.02,191001.55,4.25
412705.91,9.2,4.02,191001.55,4.26
412654.18,9.2,4.02,191365.32,4.26
412602.46,9.2,4.03,191434.77,4.27
412550.74,9.2,4.03,191832.92,4.28
412499.01,9.2,4.03,191832.92,4.28
412447.29,9.2,4.03,191832.92,4.28
412395.56,9.2,4.03,191845.57,4.28
411981.77,9.21,4.04,191845.57,4.29
411981.77,9.21,4.04,191845.57,4.29
411690.85,9.2,4.03,191487.32,4.28
411639.12,9.2,4.03,191482.93,4.28
411587.4,9.2,4.03,191481.44,4.28
411724.22,9.21,4.04,191474.98,4.28
411684.37,9.21,4.04,191822.71,4.29
411620.77,9.21,4.04,191661.26,4.29
411569.05,9.21,4.04,191661.26,4.29
411517.33,9.21,4.04,191661.26,4.29
411465.6,9.21,4.04,191732.52,4.29
411413.88,9.21,4.04,191669.13,4.29
411784.6,9.22,4.05,191661.42,4.29
411732.87,9.22,4.05,191946.49,4.3
411734.32,9.23,4.05,191948.31,4.3
411694.47,9.23,4.05,191913.42,4.3
411659.93,9.23,4.06,192138.28,4.31
411608.21,9.23,4.06,192138.28,4.31
411745.04,9.23,4.06,192138.28,4.31
411593.53,9.23,4.06,191963.09,4.3
411964.25,9.24,4.07,191963.09,4.31
411912.53,9.24,4.07,191973.28,4.31
412049.35,9.25,4.07,191965.21,4.31
411997.63,9.25,4.07,191963.22,4.31
411945.9,9.25,4.07,192041.19,4.31
411894.18,9.25,4.08,192786.48,4.33
411670.21,9.24,4.07,192541.76,4.32
412040.93,9.25,4.08,192541.76,4.32
412177.76,9.26,4.09,192541.76,4.32
411956.73,9.25,4.08,192314.16,4.32
411905.01,9.25,4.08,192314.16,4.32
412041.83,9.26,4.09,192319.24,4.32
411990.11,9.26,4.09,192314.16,4.32
412126.93,9.26,4.09,192830.62,4.33
412075.21,9.27,4.09,192846.04,4.34
412023.49,9.27,4.09,193154.7,4.34
411971.76,9.27,4.09,193154.7,4.34
412297.13,9.28,4.1,193154.7,4.35
411297.13,9.26,4.08,192154.7,4.32
411433.95,9.26,4.09,192154.96,4.32
411382.23,9.26,4.09,192155.59,4.33
411330.5,9.26,4.09,192154.7,4.33
410978.06,9.26,4.08,191952.91,4.32
410926.34,9.26,4.08,191952.91,4.32
410874.61,9.26,4.08,192559.43,4.34
410822.89,9.26,4.09,192500.65,4.34
410771.17,9.26,4.09,192500.65,4.34
410775.67,9.26,4.09,192524.58,4.34
410723.94,9.26,4.09,192524.58,4.34
410672.22,9.26,4.09,192549.33,4.34
410620.5,9.26,4.09,192528.59,4.34
410568.77,9.26,4.09,192524.58,4.34
410705.6,9.27,4.09,192806.3,4.35
411088.19,9.28,4.1,192945.59,4.35
411092.54,9.28,4.1,192982.98,4.35
410805.45,9.27,4.1,192705.31,4.35
410741.85,9.27,4.1,192838.14,4.35
410878.68,9.28,4.1,192838.14,4.35
411151.09,9.28,4.11,192838.14,4.35
411099.36,9.29,4.11,192846.68,4.36
411047.64,9.29,4.11,192846.93,4.36
410995.91,9.29,4.11,192852.08,4.36
411268.32,9.29,4.12,192878.16,4.36
410907.33,9.29,4.11,192574.33,4.35
411289.4,9.3,4.12,194028.99,4.39
411207.07,9.3,4.13,193774.3,4.38
411155.34,9.3,4.13,193774.3,4.38
411103.62,9.3,4.13,193774.3,4.38
411240.45,9.3,4.13,193774.3,4.38
411188.72,9.31,4.13,193787.86,4.39
411325.55,9.31,4.14,193777.87,4.39
411778.92,9.32,4.15,193774.3,4.39
411727.2,9.32,4.15,194499.35,4.4
411864.02,9.33,4.15,194857.88,4.41
411812.3,9.33,4.16,194857.88,4.41
411812.3,9.33,4.16,194857.88,4.41
411760.58,9.33,4.16,194857.88,4.41
411708.85,9.33,4.16,194857.88,4.42
411657.13,9.33,4.16,194949.77,4.42
411605.4,9.33,4.16,194962.37,4.42
411577.42,9.33,4.16,194909.32,4.42
412225.24,9.35,4.18,195665.35,4.44
412173.52,9.35,4.18,195665.35,4.44
412174.97,9.35,4.18,195672.09,4.44
412123.25,9.35,4.18,195672.09,4.44
411538.23,9.34,4.17,195054.62,4.43
411366.52,9.34,4.16,194797.08,4.42
411314.8,9.34,4.17,194797.08,4.42
411263.08,9.34,4.17,194952.94,4.43
411399.9,9.34,4.17,194863.16,4.43
411371.92,9.34,4.17,194867.3,4.43
411168.53,9.34,4.17,194739.32,4.42
410961.63,9.34,4.17,195086.69,4.44
410934.07,9.35,4.17,195422.87,4.44
411162.13,9.35,4.18,195522.06,4.45
411110.41,9.35,4.18,195298.3,4.44
411082.43,9.36,4.18,195301.6,4.44
411030.7,9.36,4.18,195301.6,4.45
410978.98,9.36,4.18,195301.6,4.45
411139.97,9.36,4.19,195248.18,4.45
411228.89,9.37,4.19,195553.4,4.45
411032.65,9.36,4.19,195367.82,4.45
411403.36,9.37,4.2,195374.29,4.45
411351.64,9.37,4.2,195369.72,4.45
410989.2,9.37,4.19,195367.82,4.45
410937.47,9.37,4.19,195761.54,4.46
411299.63,9.38,4.2,195437.0,4.46
411436.45,9.38,4.21,195391.36,4.45
411384.73,9.38,4.21,196043.71,4.47
411521.56,9.39,4.21,196043.71,4.47
411658.38,9.39,4.22,196043.71,4.47
411606.66,9.39,4.22,196043.97,4.47
411554.93,9.39,4.22,196043.71,4.47
411691.76,9.4,4.23,196043.71,4.48
411640.04,9.4,4.23,196530.4,4.49
411588.31,9.4,4.23,196640.53,4.49
411959.03,9.41,4.24,196878.82,4.5
411768.03,9.41,4.23,196676.4,4.49
411716.31,9.41,4.23,196676.4,4.49
411664.58,9.41,4.24,196676.4,4.49
411612.86,9.41,4.24,196680.75,4.5
411561.14,9.41,4.24,196682.58,4.5
411509.41,9.41,4.24,196687.25,4.5
411457.69,9.41,4.24,196704.1,4.5
411349.14,9.41,4.24,196595.55,4.5
410986.7,9.4,4.23,196388.9,4.49
410946.84,9.4,4.23,196552.93,4.5
410883.25,9.4,4.23,196361.2,4.49
411155.65,9.41,4.24,196361.2,4.49
411103.93,9.41,4.24,196361.2,4.5
411052.21,9.41,4.24,196386.54,4.5
411000.48,9.41,4.24,196374.57,4.5
410948.76,9.42,4.24,196366.96,4.5
410920.78,9.42,4.24,197230.4,4.52
411326.94,9.43,4.26,197315.05,4.52
410797.15,9.42,4.25,196688.89,4.51
410745.42,9.42,4.25,196688.89,4.51
410693.7,9.42,4.25,196688.89,4.51
410641.97,9.42,4.25,196688.89,4.51
410590.25,9.42,4.25,196750.49,4.52
410960.97,9.43,4.26,196750.21,4.52
410598.53,9.42,4.25,196759.72,4.52
410570.54,9.43,4.25,197432.5,4.53
410518.82,9.43,4.25,197432.5,4.53
410491.26,9.43,4.26,196882.79,4.52
410580.18,9.43,4.26,196930.02,4.52
410528.46,9.43,4.26,196930.02,4.53
410665.28,9.44,4.27,196930.02,4.53
410613.56,9.44,4.27,196945.18,4.53
410561.83,9.44,4.27,196952.07,4.53
410698.66,9.44,4.27,196953.24,4.53
411024.02,9.45,4.28,197700.31,4.55
410972.3,9.45,4.28,197626.69,4.55
410973.75,9.45,4.28,197627.93,4.55
411344.47,9.46,4.29,197627.93,4.55
411292.74,9.47,4.29,197627.93,4.55
411241.02,9.47,4.29,197640.39,4.55
411189.29,9.47,4.29,197641.12,4.55
411326.12,9.47,4.3,197630.93,4.55
411462.95,9.48,4.3,197627.93,4.55
411599.77,9.48,4.31,198478.81,4.57
411548.05,9.48,4.31,198579.62,4.58
411684.87,9.49,4.32,198579.62,4.58
411633.15,9.49,4.32,198579.62,4.58
411581.43,9.49,4.32,198579.91,4.58
411718.25,9.49,4.32,198579.65,4.58
411355.81,9.49,4.32,198229.3,4.57
411304.09,9.49,4.32,198229.37,4.57
411252.36,9.49,4.32,198573.29,4.58
410954.67,9.48,4.31,198275.6,4.58
410902.95,9.48,4.31,198347.67,4.58
411273.66,9.49,4.32,198609.83,4.58
411275.11,9.49,4.32,198614.32,4.58
411223.39,9.49,4.32,198614.32,4.59
411224.84,9.5,4.32,198624.25,4.59
411066.29,9.49,4.32,198466.17,4.58
411203.11,9.5,4.32,198466.17,4.58
410981.68,9.49,4.32,198242.7,4.58
410929.96,9.49,4.32,198242.7,4.58
411292.11,9.5,4.33,198242.71,4.58
411240.39,9.5,4.33,198316.09,4.58
411188.66,9.5,4.33,198300.99,4.58
411136.94,9.51,4.33,198242.7,4.58
410774.5,9.5,4.33,198002.4,4.58
410774.5,9.5,4.33,198002.4,4.58
410911.32,9.5,4.33,198803.54,4.6
410859.6,9.5,4.33,198803.54,4.6
410898.62,9.51,4.33,198832.4,4.6
411171.03,9.51,4.34,198832.4,4.6
410964.13,9.52,4.34,199146.19,4.61
410912.41,9.52,4.35,198977.76,4.61
410860.68,9.52,4.35,199159.18,4.61
410808.96,9.52,4.35,199159.18,4.62
410488.96,9.51,4.34,198839.18,4.61
410437.24,9.51,4.34,198839.18,4.61
410385.51,9.52,4.34,198839.18,4.61
410756.23,9.52,4.35,198840.02,4.61
410704.51,9.53,4.35,198840.02,4.61
410841.33,9.53,4.36,198839.73,4.61
410789.61,9.53,4.36,198839.18,4.61
410427.17,9.52,4.35,199196.37,4.62
410375.44,9.53,4.35,199077.8,4.62
410323.72,9.53,4.35,199077.8,4.62
410271.99,9.53,4.36,199077.8,4.62
410220.27,9.53,4.36,199088.41,4.62
410357.09,9.53,4.36,199079.67,4.63
410305.37,9.53,4.36,199077.8,4.63
410253.65,9.54,4.36,199386.91,4.63
410201.92,9.54,4.36,199292.62,4.63
410580.61,9.55,4.37,199719.01,4.64
410717.44,9.55,4.38,199719.01,4.64
410665.71,9.55,4.38,199719.01,4.65
410305.3,9.54,4.37,199333.14,4.64
410577.71,9.55,4.38,199347.85,4.64
410525.98,9.55,4.38,199344.59,4.64
410474.26,9.55,4.38,199352.89,4.64
410446.28,9.56,4.38,200369.48,4.67
410880.0,9.57,4.4,200181.05,4.66
411250.71,9.58,4.41,200181.05,4.66
410888.27,9.57,4.4,200181.05,4.66
410712.18,9.57,4.4,200263.77,4.67
410375.09,9.56,4.39,199985.82,4.66
410216.54,9.56,4.39,199830.48,4.66
410353.37,9.56,4.39,199830.48,4.66
410724.09,9.57,4.4,199844.42,4.66
410361.65,9.57,4.39,199835.87,4.66
410732.36,9.57,4.4,199830.48,4.66
410680.64,9.58,4.4,199830.48,4.66
410652.66,9.58,4.4,201035.88,4.69
410358.53,9.57,4.4,200739.1,4.68
411117.88,9.59,4.42,201119.93,4.69
410973.69,9.59,4.42,200750.94,4.68
410921.96,9.59,4.42,200750.94,4.68
410870.24,9.59,4.42,200750.94,4.69
410456.9,9.58,4.41,200593.7,4.68
410405.17,9.58,4.41,200601.15,4.68
410932.83,9.6,4.42,200593.72,4.68
409932.83,9.57,4.4,199593.72,4.66
409768.72,9.57,4.4,199613.78,4.66
409905.55,9.58,4.4,199598.27,4.66
410042.37,9.58,4.41,199593.71,4.66
409990.65,9.58,4.41,200369.31,4.68
410127.48,9.59,4.42,200560.53,4.69
410399.88,9.6,4.42,200560.53,4.69
410348.16,9.6,4.42,200560.53,4.69
410710.91,9.61,4.43,200560.53,4.69
410346.43,9.6,4.43,200560.53,4.69
410717.15,9.61,4.44,200624.54,4.69
410665.43,9.61,4.44,200638.74,4.69
410802.25,9.61,4.44,200575.79,4.69
410939.08,9.62,4.45,200560.53,4.69
410746.69,9.62,4.44,200338.64,4.69
410694.96,9.62,4.44,201526.04,4.72
410643.24,9.62,4.45,201526.04,4.72
410780.07,9.62,4.45,201526.04,4.72
410728.34,9.62,4.45,201556.94,4.72
410865.17,9.63,4.46,201541.12,4.72
410502.72,9.62,4.45,201099.82,4.71
410451.0,9.62,4.45,201085.68,4.71
410246.87,9.62,4.45,200948.25,4.71
410700.24,9.63,4.46,201330.49,4.72
410837.07,9.63,4.46,201618.31,4.73
410540.37,9.63,4.46,201108.96,4.72
410488.64,9.63,4.46,201725.94,4.73
410436.92,9.63,4.46,201725.94,4.73
410573.75,9.64,4.46,201725.94,4.73
411027.12,9.65,4.47,201726.26,4.73
411163.95,9.65,4.48,201726.15,4.74
411163.95,9.65,4.48,201768.22,4.74
411300.77,9.66,4.48,201768.93,4.74
411300.77,9.66,4.48,201775.9,4.74
411249.05,9.66,4.49,201774.98,4.74
411197.32,9.66,4.49,202653.99,4.76
411334.15,9.66,4.49,203059.18,4.77
411129.46,9.66,4.49,202756.52,4.76
411077.73,9.66,4.49,202756.52,4.77
411214.56,9.67,4.49,202756.52,4.77
411162.83,9.67,4.49,202756.52,4.77
411111.11,9.67,4.5,202760.32,4.77
410904.21,9.67,4.5,202942.92,4.78
410852.49,9.67,4.5,202942.92,4.78
410989.32,9.68,4.51,202942.92,4.78
411368.0,9.69,4.52,202944.73,4.78
411316.28,9.69,4.52,202942.95,4.78
410965.87,9.68,4.51,202942.92,4.78
410914.14,9.68,4.51,203124.63,4.79
410914.14,9.68,4.51,203126.78,4.79
411276.89,9.69,4.52,203408.38,4.79
410912.42,9.69,4.51,203104.02,4.79
410929.8,9.69,4.52,203061.1,4.79
410878.08,9.69,4.52,203061.1,4.79
410757.25,9.69,4.52,203263.85,4.79
410894.07,9.69,4.52,203263.85,4.8
410735.52,9.69,4.52,203105.75,4.79
411007.93,9.7,4.53,203120.46,4.79
410956.21,9.7,4.53,203107.0,4.79
410904.48,9.7,4.53,203105.75,4.8
411041.31,9.71,4.53,203613.72,4.81
410989.58,9.71,4.53,203735.63,4.81
411360.3,9.72,4.54,204085.73,4.82
411308.58,9.72,4.55,204085.73,4.82
411256.85,9.72,4.55,204085.73,4.82
411205.13,9.72,4.55,204119.09,4.82
411153.4,9.72,4.55,204108.88,4.83
411101.68,9.72,4.55,204087.35,4.83
411049.96,9.72,4.55,204327.41,4.83
411046.14,9.73,4.55,204285.82,4.83
410946.51,9.73,4.55,204085.73,4.83
410652.38,9.72,4.55,203954.69,4.83
410652.38,9.72,4.55,204036.63,4.83
410289.93,9.71,4.54,203641.02,4.82
410238.21,9.71,4.54,203641.02,4.82
410186.49,9.71,4.54,203641.02,4.82
410134.76,9.71,4.54,203641.02,4.82
410271.59,9.72,4.55,203646.42,4.82
410219.86,9.72,4.55,203642.6,4.83
410673.24,9.73,4.56,203644.34,4.83
410810.07,9.74,4.57,203663.46,4.83
410946.89,9.74,4.57,204738.65,4.85
411083.72,9.75,4.58,204738.65,4.85
411031.99,9.75,4.58,204738.65,4.86
410980.27,9.75,4.58,204755.9,4.86
410505.17,9.74,4.57,204222.66,4.85
410453.45,9.74,4.57,204217.34,4.85
410824.16,9.75,4.58,204208.05,4.85
411120.31,9.76,4.59,204284.37,4.85
411154.51,9.76,4.59,205498.54,4.88
411478.0,9.77,4.6,205625.41,4.88
411848.72,9.78,4.61,205625.41,4.88
411796.99,9.78,4.61,205625.41,4.89
411745.27,9.78,4.61,205636.89,4.89
411693.54,9.79,4.61,205635.71,4.89
411641.82,9.79,4.61,205648.66,4.89
411685.91,9.79,4.62,206881.34,4.92
411823.45,9.79,4.62,206523.57,4.91
411784.21,9.8,4.62,206345.41,4.91
411921.03,9.8,4.63,206345.41,4.91
412291.75,9.81,4.64,206345.41,4.91
412564.16,9.82,4.65,206345.41,4.91
412700.98,9.82,4.65,206351.5,4.91
412406.85,9.82,4.65,206346.35,4.91
412679.26,9.83,4.65,206345.41,4.91
412316.82,9.82,4.65,206718.88,4.92
412265.09,9.82,4.65,206819.59,4.93
412304.8,9.82,4.65,206786.97,4.93
412309.15,9.82,4.65,206820.19,4.93
412544.76,9.83,4.66,207548.62,4.95
412493.04,9.83,4.66,207548.62,4.95
412441.31,9.83,4.66,207552.45,4.95
412389.59,9.83,4.66,207549.7,4.95
412337.87,9.83,4.66,207561.54,4.95
412286.14,9.84,4.66,207638.78,4.95
412234.42,9.84,4.66,207638.78,4.95
412371.24,9.84,4.67,207578.96,4.95
412331.39,9.84,4.67,207916.71,4.96
412279.67,9.84,4.67,207969.67,4.97
412282.57,9.84,4.67,207986.34,4.97
412218.97,9.85,4.67,207800.56,4.96
412491.38,9.85,4.68,207798.46,4.96
412439.65,9.85,4.68,207784.48,4.96
412423.54,9.86,4.68,207857.94,4.97
412432.02,9.86,4.69,208848.86,4.99
412261.41,9.86,4.68,208679.06,4.99
412209.68,9.86,4.68,208679.06,4.99
412580.4,9.87,4.69,208679.06,4.99
412528.68,9.87,4.7,208686.1,4.99
412476.95,9.87,4.7,208686.69,4.99
412425.23,9.87,4.7,208686.36,4.99
412824.35,9.88,4.71,208392.99,4.99
412796.37,9.88,4.71,209381.21,5.01
412768.81,9.89,4.71,208753.64,5.0
412739.58,9.89,4.71,208878.54,5.0
412687.86,9.89,4.72,208878.54,5.0
412636.14,9.89,4.72,208878.54,5.01
413006.85,9.9,4.73,208908.0,5.01
412955.13,9.9,4.73,208969.42,5.01
412903.41,9.9,4.73,209765.85,5.03
412989.9,9.91,4.73,209987.53,5.04
413763.41,9.93,4.75,210482.44,5.05
413575.79,9.92,4.75,210128.54,5.04
413580.22,9.92,4.75,210129.87,5.04
413528.49,9.92,4.75,210129.87,5.04
413476.77,9.93,4.75,210129.87,5.04
413425.05,9.93,4.75,210132.89,5.05
413697.45,9.93,4.76,210131.47,5.05
413504.6,9.93,4.76,209938.62,5.04
413452.88,9.93,4.76,209937.02,5.04
413823.6,9.94,4.77,210317.42,5.05
413771.87,9.94,4.77,210481.61,5.06
413720.15,9.94,4.77,210611.99,5.06
413357.71,9.94,4.76,210324.95,5.06
413305.98,9.94,4.77,210327.13,5.06
413254.26,9.94,4.77,210325.2,5.06
413202.53,9.94,4.77,210382.9,5.06
412908.4,9.93,4.76,210084.97,5.05
412856.68,9.93,4.76,210036.99,5.05
413227.4,9.94,4.77,210034.43,5.05
413364.22,9.95,4.78,210027.41,5.06
413501.05,9.96,4.78,210738.48,5.07
413449.32,9.96,4.78,210722.38,5.07
413397.6,9.96,4.79,210722.38,5.08
413294.15,9.96,4.79,210726.58,5.08
413242.43,9.96,4.79,210725.96,5.08
413190.7,9.96,4.79,210724.61,5.08
413138.98,9.96,4.79,210898.83,5.09
412934.37,9.96,4.79,210685.35,5.08
412727.48,9.96,4.79,210691.55,5.09
412785.42,9.97,4.79,210717.05,5.09
412624.03,9.97,4.79,210515.1,5.08
412271.59,9.96,4.79,210268.5,5.08
412219.86,9.96,4.79,210262.31,5.08
412168.14,9.96,4.79,210418.85,5.09
412116.41,9.96,4.79,210389.32,5.09
412064.69,9.96,4.79,210262.3,5.08
412012.97,9.96,4.79,210262.3,5.09
412383.68,9.97,4.8,210262.3,5.09
412331.96,9.98,4.8,210288.41,5.09
412280.24,9.98,4.8,210336.25,5.09
412228.51,9.98,4.81,210347.97,5.09
411866.07,9.97,4.8,210325.01,5.09
411910.16,9.97,4.8,211075.18,5.11
411859.14,9.97,4.8,210397.69,5.1
411899.45,9.98,4.81,210510.4,5.1
411847.72,9.98,4.81,210510.4,5.1
412218.44,9.99,4.82,210510.4,5.1
412166.72,9.99,4.82,210520.67,5.1
412114.99,9.99,4.82,210511.42,5.1
412387.4,10.0,4.83,210510.4,5.1
412024.96,9.99,4.82,210852.0,5.11
411996.98,9.99,4.82,210855.74,5.11
411933.38,9.99,4.82,210546.66,5.11
411869.79,10.0,4.82,210898.9,5.12
411818.06,10.0,4.82,210898.9,5.12
411818.06,10.0,4.82,210898.9,5.12
411766.34,10.0,4.83,210899.1,5.12
411714.61,10.0,4.83,210898.95,5.12
411510.48,9.99,4.82,210690.44,5.12
411782.89,10.0,4.83,210690.4,5.12
411731.16,10.0,4.83,210720.58,5.12
411867.99,10.01,4.84,210807.84,5.12
411645.11,10.0,4.83,210630.82,5.12
412015.83,10.01,4.84,210652.32,5.12
411964.1,10.02,4.84,211466.68,5.14
412100.93,10.02,4.85,211466.68,5.14
412237.75,10.03,4.85,211466.68,5.14
411974.09,10.02,4.85,211125.42,5.14
412344.81,10.03,4.86,211125.42,5.14
412293.09,10.03,4.86,211130.5,5.14
412241.36,10.03,4.86,211127.79,5.14
412189.64,10.03,4.86,211125.76,5.14
411837.19,10.03,4.85,211648.66,5.15
412219.78,10.04,4.87,211887.28,5.16
412344.74,10.04,4.87,212013.67,5.16
