ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-bellman_ratio
410072.37,16.06,10.89,292567.12,11.46
410443.09,16.08,10.9,292567.12,11.46
409980.71,16.06,10.89,292244.59,11.45
410117.53,16.07,10.9,292280.08,11.46
410065.81,16.08,10.91,292259.75,11.46
410014.09,16.08,10.91,292249.24,11.46
409962.36,16.09,10.91,292282.26,11.47
410099.19,16.1,10.92,292978.22,11.5
410047.46,16.1,10.93,293045.68,11.51
409995.74,16.11,10.93,293045.68,11.51
409837.19,16.1,10.93,292887.59,11.51
409423.4,16.13,10.96,292887.59,11.54
409291.67,16.13,10.96,292738.44,11.54
409239.94,16.14,10.96,292738.44,11.54
409188.22,16.14,10.97,292738.44,11.55
409325.05,16.15,10.98,292742.21,11.55
409273.32,16.15,10.98,292742.69,11.55
409410.15,16.16,10.99,293084.54,11.57
409863.52,16.18,11.01,292987.97,11.57
409811.8,16.19,11.02,293662.03,11.6
409811.8,16.19,11.02,293656.46,11.6
409515.1,16.18,11.01,293301.94,11.59
409463.37,16.18,11.01,293301.94,11.59
409304.82,16.18,11.01,293144.38,11.59
409253.1,16.18,11.01,293145.99,11.59
409201.38,16.19,11.02,293148.24,11.6
409572.09,16.21,11.03,293152.58,11.6
409708.92,16.22,11.04,293152.08,11.6
409657.19,16.22,11.05,293182.05,11.61
410143.72,16.25,11.07,294518.45,11.67
409624.15,16.23,11.06,293813.91,11.64
409760.98,16.24,11.07,293813.91,11.65
409709.26,16.25,11.08,293813.91,11.65
409657.53,16.25,11.08,293821.01,11.66
409605.81,16.26,11.08,293816.28,11.66
409976.52,16.27,11.1,293813.91,11.66
410301.89,16.29,11.12,294330.99,11.69
410250.17,16.3,11.12,294322.66,11.69
410198.44,16.3,11.13,294671.79,11.71
410146.72,16.3,11.13,294671.79,11.71
410096.72,16.3,11.13,294621.79,11.71
409815.32,16.29,11.12,294352.26,11.7
409763.59,16.3,11.13,294352.26,11.71
409711.87,16.3,11.13,294579.0,11.72
409984.28,16.32,11.14,294550.34,11.72
409932.55,16.32,11.15,294398.66,11.72
409976.64,16.33,11.16,295453.53,11.77
410431.87,16.35,11.18,295402.34,11.77
410343.25,16.35,11.18,295242.26,11.77
410291.52,16.36,11.19,295242.26,11.77
410239.8,16.36,11.19,295440.59,11.78
410601.95,16.38,11.21,295254.72,11.78
410550.23,16.39,11.21,295242.26,11.78
410687.06,16.4,11.22,296124.55,11.82
410731.15,16.4,11.23,296260.19,11.83
411204.35,16.43,11.26,296337.6,11.84
410759.46,16.42,11.25,296072.26,11.83
410707.73,16.42,11.25,296072.26,11.84
410656.01,16.43,11.25,296072.26,11.84
410604.28,16.43,11.26,296072.26,11.85
410317.19,16.42,11.25,295938.35,11.84
409954.75,16.41,11.24,295548.28,11.83
410091.58,16.42,11.25,295557.42,11.83
410462.3,16.44,11.27,295554.64,11.84
410410.57,16.44,11.27,295548.28,11.84
410422.76,16.44,11.27,295576.34,11.84
410462.47,16.45,11.28,296464.55,11.88
410389.72,16.46,11.28,296267.43,11.88
410389.72,16.46,11.28,296267.43,11.88
410662.12,16.47,11.3,296267.43,11.88
410380.72,16.46,11.29,295976.34,11.87
410329.0,16.47,11.29,295976.34,11.88
410699.72,16.48,11.31,295987.63,11.88
410647.99,16.49,11.32,295992.13,11.89
410784.82,16.5,11.33,296040.6,11.89
410733.09,16.5,11.33,295976.34,11.89
410512.38,16.5,11.32,295806.03,11.89
410460.66,16.5,11.33,295807.78,11.89
410166.52,16.49,11.32,296361.69,11.92
410114.8,16.5,11.32,296382.94,11.92
409701.01,16.53,11.36,296382.94,11.96
409486.96,16.53,11.35,296234.79,11.96
409857.68,16.54,11.37,296234.79,11.96
409805.96,16.55,11.38,296234.79,11.96
409942.78,16.56,11.39,296238.76,11.97
410079.61,16.57,11.4,296235.14,11.97
410352.02,16.59,11.41,296437.75,11.98
410352.02,16.59,11.41,296460.2,11.98
410300.29,16.59,11.42,296569.69,11.99
409937.85,16.58,11.41,296315.62,11.98
409886.12,16.58,11.41,297047.01,12.02
409834.4,16.59,11.42,296962.83,12.02
409782.68,16.59,11.42,296962.83,12.02
409730.95,16.6,11.43,296962.83,12.03
409679.23,16.6,11.43,296964.03,12.03
409627.5,16.61,11.43,296964.02,12.04
409998.22,16.63,11.45,296964.72,12.04
409946.5,16.63,11.46,296962.83,12.05
409652.37,16.62,11.45,296725.93,12.04
409612.51,16.63,11.45,296765.28,12.05
409719.83,16.63,11.46,297379.94,12.07
409375.03,16.62,11.45,296974.02,12.06
409323.3,16.63,11.46,296974.02,12.06
409271.58,16.63,11.46,296974.02,12.07
409219.85,16.64,11.47,296978.6,12.07
409673.23,16.66,11.49,296975.5,12.08
409621.51,16.66,11.49,296976.36,12.08
409569.78,16.67,11.5,297576.2,12.11
409518.06,16.67,11.5,297347.19,12.11
409331.02,16.67,11.5,297156.82,12.1
409169.63,16.67,11.5,297182.42,12.11
409117.91,16.67,11.5,297182.42,12.11
409254.73,16.68,11.51,297182.42,12.12
409391.56,16.7,11.52,297182.42,12.12
409339.83,16.7,11.53,297195.0,12.13
409288.11,16.71,11.53,297195.23,12.13
409560.52,16.72,11.55,297182.42,12.13
409508.79,16.73,11.55,297935.19,12.17
409457.07,16.73,11.56,297872.6,12.17
409405.34,16.73,11.56,297872.6,12.18
409434.11,16.74,11.56,297912.42,12.18
409887.49,16.76,11.58,297912.42,12.18
410024.31,16.77,11.6,297912.42,12.18
410161.14,16.78,11.61,297913.4,12.19
410109.42,16.78,11.61,297913.2,12.19
410057.69,16.79,11.62,297912.42,12.2
409760.99,16.78,11.61,298505.16,12.22
409709.27,16.78,11.61,298442.44,12.23
409657.54,16.79,11.62,298475.57,12.23
410110.92,16.81,11.64,298475.57,12.23
410059.19,16.81,11.64,298475.57,12.24
410196.02,16.83,11.65,298475.57,12.24
410144.29,16.83,11.66,298476.84,12.25
410092.57,16.84,11.66,298475.63,12.25
410040.85,16.84,11.67,298478.08,12.26
409989.12,16.85,11.67,299040.45,12.29
409692.42,16.84,11.66,298799.18,12.28
409640.7,16.84,11.67,298857.37,12.29
410011.41,16.86,11.69,298857.37,12.29
409959.69,16.86,11.69,298857.37,12.29
409907.97,16.87,11.7,298873.1,12.3
410044.79,16.88,11.71,298860.37,12.3
410181.62,16.89,11.72,298858.76,12.31
410181.62,16.89,11.72,298858.76,12.31
410454.02,16.91,11.73,298857.37,12.31
410402.3,16.91,11.74,299490.4,12.34
410350.58,16.92,11.74,299813.94,12.36
409988.13,16.91,11.73,299626.57,12.35
409936.41,16.91,11.74,299626.57,12.36
409722.33,16.9,11.73,299417.13,12.35
409726.68,16.9,11.73,299470.55,12.35
409863.5,16.91,11.74,299470.55,12.36
409811.78,16.92,11.75,299470.55,12.36
409948.6,16.93,11.76,299472.49,12.37
409896.88,16.94,11.76,299474.06,12.37
409896.88,16.94,11.76,299474.06,12.37
409845.16,16.94,11.77,299471.21,12.38
410215.87,16.96,11.79,300182.17,12.41
410164.15,16.96,11.79,300183.87,12.42
410112.43,16.97,11.8,300183.87,12.42
410060.7,16.97,11.8,300183.87,12.43
409856.57,16.97,11.79,299970.39,12.42
409993.4,16.98,11.81,299970.39,12.42
409889.95,16.99,11.82,299970.41,12.43
409838.22,16.99,11.82,299970.68,12.44
409621.24,16.99,11.81,299751.91,12.43
409581.39,16.99,11.82,300103.39,12.45
409706.34,17.0,11.83,300122.86,12.45
409654.62,17.01,11.83,300122.86,12.46
409656.22,17.01,11.83,300124.46,12.46
409442.17,17.0,11.83,299999.81,12.46
409812.89,17.02,11.85,299999.81,12.46
409450.45,17.01,11.83,300002.84,12.46
409453.5,17.01,11.83,300010.02,12.46
409401.78,17.01,11.84,300019.24,12.47
409350.06,17.02,11.84,300066.83,12.47
409333.94,17.02,11.85,301325.75,12.53
410358.69,17.07,11.9,301599.11,12.54
410457.78,17.08,11.91,301069.64,12.53
410730.19,17.09,11.92,301069.64,12.53
410678.46,17.1,11.93,301069.64,12.54
410626.74,17.1,11.93,301069.64,12.54
410118.88,17.09,11.92,300905.77,12.54
410497.56,17.11,11.94,300951.55,12.54
410445.84,17.11,11.94,300946.95,12.55
410582.67,17.13,11.95,300905.77,12.55
410530.94,17.13,11.96,300978.73,12.56
410364.18,17.12,11.95,300779.95,12.55
410312.46,17.13,11.96,301684.55,12.59
410153.91,17.12,11.95,301526.23,12.59
410102.18,17.13,11.96,301526.23,12.59
410050.46,17.13,11.96,301526.23,12.6
409693.61,17.12,11.95,301119.79,12.59
409830.44,17.13,11.96,301119.79,12.59
410201.15,17.15,11.98,301123.92,12.59
410149.43,17.16,11.99,301124.21,12.6
409796.99,17.15,11.97,301350.91,12.61
409745.26,17.15,11.98,301302.83,12.61
409803.21,17.16,11.99,301288.07,12.62
409643.26,17.16,11.99,301379.79,12.63
409591.54,17.17,11.99,301379.79,12.63
409539.82,17.17,12.0,301379.79,12.64
409488.09,17.18,12.0,301383.67,12.64
409760.5,17.19,12.02,301393.28,12.65
410131.22,17.21,12.04,301397.63,12.65
410079.49,17.22,12.04,301395.0,12.65
410363.77,17.23,12.06,302516.35,12.7
410498.64,17.24,12.07,302664.54,12.71
410519.47,17.25,12.07,302669.79,12.72
410360.92,17.24,12.07,302512.01,12.71
410363.82,17.24,12.07,302520.44,12.71
410500.65,17.25,12.08,302520.44,12.72
410448.92,17.26,12.09,302520.44,12.72
410397.2,17.26,12.09,302520.81,12.73
410100.96,17.25,12.08,302239.69,12.72
410426.32,17.27,12.1,302241.43,12.72
410374.6,17.28,12.1,302239.67,12.72
410374.6,17.28,12.1,302236.75,12.72
410322.87,17.28,12.11,302654.63,12.75
410271.15,17.29,12.11,302764.37,12.76
410219.42,17.29,12.12,302767.72,12.76
410167.7,17.3,12.12,302767.72,12.77
410115.98,17.3,12.13,302767.72,12.77
410064.25,17.31,12.13,302767.72,12.78
409865.79,17.3,12.13,302604.83,12.77
409814.07,17.31,12.13,302610.57,12.78
410267.44,17.33,12.15,302656.68,12.78
409970.74,17.32,12.15,302604.83,12.78
409942.76,17.32,12.15,303134.78,12.81
410817.17,17.37,12.2,303814.83,12.84
410765.45,17.37,12.2,303814.83,12.85
410902.27,17.39,12.21,303814.83,12.85
411039.1,17.4,12.22,303814.83,12.86
411175.92,17.41,12.24,303814.83,12.86
411696.15,17.43,12.26,303842.57,12.87
411644.42,17.44,12.27,303826.45,12.87
411592.7,17.44,12.27,303814.83,12.88
411540.98,17.45,12.28,304999.62,12.93
411489.25,17.45,12.28,304999.62,12.94
411331.18,17.45,12.28,304700.19,12.93
411279.46,17.45,12.28,304700.19,12.93
411650.17,17.47,12.3,304755.38,12.94
411598.45,17.48,12.31,304771.34,12.94
411546.73,17.48,12.31,304700.19,12.94
411495.0,17.49,12.32,305155.96,12.97
411491.19,17.5,12.32,304802.25,12.96
411461.96,17.5,12.33,305210.83,12.98
411734.37,17.52,12.35,305210.83,12.99
411682.64,17.52,12.35,305210.83,12.99
412008.01,17.54,12.37,305216.13,13.0
411956.28,17.55,12.38,305226.07,13.0
412281.65,17.57,12.39,305210.83,13.0
412660.34,17.59,12.41,306129.66,13.05
412700.81,17.59,12.41,306264.29,13.05
412340.4,17.58,12.4,305621.86,13.03
412336.58,17.58,12.41,305672.51,13.03
412236.95,17.59,12.41,306555.21,13.08
412373.77,17.6,12.43,306555.21,13.08
412322.05,17.6,12.43,306555.21,13.09
412692.77,17.62,12.45,306555.21,13.09
412641.04,17.63,12.46,306563.64,13.1
412589.32,17.63,12.46,306571.46,13.1
412537.59,17.64,12.47,306561.9,13.11
412674.42,17.65,12.48,306581.67,13.11
412491.57,17.64,12.47,306381.04,13.11
412763.98,17.66,12.49,307503.34,13.16
412712.25,17.67,12.49,307503.34,13.16
412849.08,17.68,12.51,307503.34,13.17
412486.64,17.67,12.49,307078.04,13.15
412623.46,17.68,12.51,307078.04,13.16
412571.74,17.68,12.51,307081.54,13.16
412520.02,17.69,12.52,307083.53,13.17
412468.29,17.69,12.52,307078.04,13.17
412605.12,17.71,12.53,307714.56,13.21
412975.84,17.73,12.55,308000.52,13.22
412868.74,17.72,12.55,307893.96,13.22
412817.01,17.73,12.56,307893.96,13.22
412953.84,17.74,12.57,307893.96,13.23
412902.11,17.75,12.57,307893.96,13.23
413174.52,17.76,12.59,307903.95,13.24
412880.39,17.75,12.58,307649.27,13.23
412828.66,17.76,12.58,307641.81,13.23
412776.94,17.76,12.59,307639.28,13.24
412725.22,17.77,12.6,307660.61,13.24
412673.49,17.77,12.6,308158.14,13.27
412621.77,17.78,12.61,308158.14,13.28
412570.04,17.78,12.61,308158.14,13.28
412518.32,17.79,12.62,308167.89,13.29
412466.6,17.79,12.62,308185.3,13.3
412104.15,17.78,12.61,307864.16,13.28
412376.56,17.8,12.63,307884.21,13.29
412747.28,17.82,12.65,307876.88,13.29
412884.1,17.83,12.66,308711.79,13.33
412569.57,17.82,12.65,308380.99,13.32
412921.44,17.84,12.67,308787.97,13.34
413058.27,17.85,12.68,308787.97,13.35
413006.54,17.86,12.69,308787.97,13.35
412712.41,17.85,12.68,308487.43,13.34
413083.13,17.87,12.69,308487.43,13.34
413355.54,17.88,12.71,308510.72,13.35
413303.81,17.89,12.72,308519.59,13.35
413252.09,17.9,12.72,308487.6,13.36
413212.24,17.9,12.73,309452.38,13.41
413148.64,17.91,12.73,309339.08,13.41
413096.92,17.91,12.74,309339.08,13.41
413045.19,17.92,12.74,309339.08,13.42
412993.47,17.92,12.75,309389.03,13.43
412941.74,17.93,12.76,309351.61,13.43
412890.02,17.93,12.76,309389.18,13.44
412838.3,17.94,12.77,309590.78,13.45
413158.61,17.96,12.79,309630.46,13.46
413436.07,17.98,12.8,310072.56,13.48
413708.47,17.99,12.82,310072.56,13.48
413845.3,18.0,12.83,310072.56,13.49
413481.12,17.99,12.82,309781.57,13.48
413429.39,18.0,12.83,309781.57,13.49
413325.94,18.01,12.84,309835.07,13.5
413274.22,18.01,12.84,309781.57,13.5
413165.67,18.01,12.84,309673.25,13.5
413302.49,18.02,12.85,309673.25,13.5
412967.37,18.01,12.84,309421.61,13.5
412647.37,18.0,12.83,309101.61,13.48
412490.27,17.99,12.82,308942.83,13.48
412438.55,18.0,12.83,309646.59,13.51
412386.82,18.01,12.83,309646.59,13.52
412757.54,18.03,12.85,309646.59,13.52
412437.54,18.01,12.84,309326.59,13.51
412243.41,18.01,12.84,309084.19,13.5
412191.69,18.01,12.84,309107.59,13.51
412328.51,18.03,12.85,309100.49,13.51
412465.34,18.04,12.87,309091.14,13.52
412737.74,18.06,12.88,309104.83,13.52
412733.93,18.06,12.89,310376.65,13.58
412822.85,18.07,12.9,310434.67,13.59
412959.67,18.09,12.91,310434.67,13.6
412545.88,18.13,12.96,310434.67,13.64
412187.0,18.12,12.95,310001.73,13.63
412135.27,18.12,12.95,310001.73,13.63
412083.55,18.13,12.96,310001.73,13.64
412031.83,18.14,12.96,310002.88,13.65
412168.65,18.15,12.98,310001.82,13.65
412441.06,18.17,12.99,310004.53,13.65
412577.88,18.18,13.01,310001.73,13.66
412948.6,18.2,13.03,311328.03,13.72
412896.88,18.2,13.03,311328.03,13.73
412845.15,18.21,13.04,311328.03,13.73
412793.43,18.22,13.04,311328.03,13.74
412930.26,18.23,13.06,311335.23,13.74
412878.53,18.23,13.06,311328.06,13.75
413015.36,18.25,13.07,311328.03,13.75
413287.76,18.26,13.09,312052.96,13.79
413424.59,18.28,13.1,312198.07,13.8
413372.87,18.28,13.11,312198.07,13.81
413321.14,18.29,13.12,312198.07,13.81
413269.42,18.29,13.12,312208.46,13.82
413217.69,18.3,13.13,312211.33,13.83
413165.97,18.31,13.13,312209.44,13.83
413114.25,18.31,13.14,312425.68,13.85
412794.25,18.3,13.13,312105.68,13.84
413114.56,18.32,13.15,312172.99,13.84
413203.48,18.33,13.16,312368.34,13.86
412841.04,18.32,13.15,311933.36,13.84
412789.31,18.32,13.15,311933.36,13.85
412737.59,18.33,13.16,311933.36,13.85
412685.86,18.33,13.16,311933.36,13.86
412398.77,18.32,13.15,311662.28,13.85
412195.43,18.32,13.15,311494.74,13.84
412143.71,18.32,13.15,311504.35,13.85
412280.53,18.34,13.16,311496.36,13.85
411866.74,18.38,13.21,311496.36,13.9
411815.02,18.39,13.22,311494.74,13.91
412185.73,18.41,13.24,312009.2,13.94
412185.73,18.41,13.24,312009.2,13.94
412134.01,18.42,13.24,312096.54,13.95
412082.29,18.42,13.25,312096.54,13.95
412219.11,18.43,13.26,312096.54,13.96
412355.94,18.45,13.27,312096.54,13.96
412628.35,18.46,13.29,312101.89,13.97
412576.62,18.47,13.3,312098.2,13.97
412214.18,18.46,13.29,311735.02,13.96
412162.45,18.46,13.29,311733.37,13.97
412533.17,18.48,13.31,312687.38,14.01
412481.45,18.49,13.32,312804.48,14.02
412187.32,18.48,13.31,312532.53,14.01
412135.59,18.49,13.31,312532.53,14.02
412497.75,18.51,13.33,312532.53,14.02
412446.02,18.51,13.34,312538.19,14.03
412083.58,18.5,13.33,312168.76,14.01
412031.86,18.51,13.33,312168.85,14.02
412031.86,18.51,13.33,312178.32,14.02
412394.01,18.53,13.35,312172.57,14.02
412530.84,18.54,13.37,312948.5,14.06
412901.55,18.56,13.39,313146.07,14.08
412849.83,18.57,13.39,313402.46,14.09
412986.66,18.58,13.41,313402.46,14.1
412986.66,18.58,13.41,313402.46,14.1
412643.37,18.57,13.4,313313.21,14.1
412915.78,18.59,13.41,313313.21,14.1
412864.05,18.59,13.42,313313.21,14.11
413234.77,18.61,13.44,313325.97,14.11
413183.05,18.62,13.45,313318.46,14.12
413131.32,18.62,13.45,313355.72,14.13
413280.02,18.64,13.47,313548.86,14.14
413245.49,18.64,13.47,314512.13,14.19
413382.31,18.66,13.49,314512.13,14.2
413330.59,18.66,13.49,314512.13,14.2
413278.87,18.67,13.5,314512.13,14.21
413227.14,18.68,13.5,314520.81,14.22
413071.68,18.67,13.5,314320.18,14.21
412782.51,18.66,13.49,313954.53,14.19
412919.34,18.67,13.5,313947.6,14.2
413056.17,18.69,13.51,313947.53,14.2
413004.44,18.69,13.52,314583.71,14.24
412952.72,18.7,13.53,314494.24,14.24
413225.12,18.72,13.54,314494.24,14.25
413173.4,18.72,13.55,314494.24,14.25
413310.23,18.74,13.56,314496.18,14.26
413258.5,18.74,13.57,314494.24,14.26
413263.0,18.74,13.57,314495.57,14.26
413633.72,18.76,13.59,314495.57,14.27
413770.55,18.78,13.6,315137.23,14.3
413612.0,18.77,13.6,314979.14,14.29
413318.43,18.76,13.59,314715.87,14.28
413266.7,18.77,13.59,314830.12,14.3
413266.7,18.77,13.59,314850.51,14.3
413214.98,18.77,13.6,315051.16,14.31
413163.25,18.78,13.61,315051.16,14.32
413300.08,18.79,13.62,315051.16,14.32
413248.36,18.8,13.63,315051.16,14.33
412911.27,18.79,13.61,314632.6,14.31
412859.54,18.79,13.62,314644.56,14.32
412863.1,18.79,13.62,314624.27,14.32
412999.93,18.81,13.63,314616.19,14.33
412637.49,18.79,13.62,314428.82,14.32
412585.76,18.8,13.63,314427.27,14.33
412722.59,18.81,13.64,314424.94,14.33
412670.87,18.82,13.65,314993.14,14.36
412619.14,18.82,13.65,314993.14,14.37
412567.42,18.83,13.66,314993.14,14.38
412704.24,18.84,13.67,314993.14,14.38
413082.93,18.87,13.69,314999.44,14.39
413031.21,18.87,13.7,315009.4,14.39
412670.8,18.86,13.69,314995.53,14.4
412619.07,18.87,13.69,315340.88,14.42
412903.35,18.88,13.71,315426.04,14.43
412839.75,18.89,13.72,315544.96,14.44
412788.03,18.9,13.72,315544.96,14.44
412924.86,18.91,13.74,315544.96,14.45
413295.57,18.93,13.76,315544.96,14.45
413243.85,18.94,13.76,315649.88,14.46
412881.41,18.92,13.75,315740.95,14.47
413018.23,18.94,13.77,315621.38,14.47
412990.25,18.95,13.77,316514.23,14.52
413423.97,18.97,13.8,316542.06,14.53
413372.25,18.98,13.81,316542.06,14.53
413344.24,18.98,13.81,316514.96,14.54
413714.95,19.0,13.83,316514.96,14.54
413851.78,19.02,13.84,316514.96,14.54
414124.19,19.04,13.86,316538.25,14.55
414261.01,19.05,13.88,316522.4,14.55
414056.22,19.04,13.87,316338.93,14.55
414004.5,19.05,13.88,316355.84,14.56
413952.77,19.05,13.88,316364.74,14.56
413901.05,19.06,13.89,317471.76,14.62
413849.32,19.07,13.89,317471.76,14.63
413435.53,19.12,13.95,317471.76,14.68
413707.94,19.14,13.96,317471.76,14.69
413844.76,19.15,13.98,317471.76,14.69
413793.04,19.16,13.98,317472.35,14.7
413741.32,19.16,13.99,317475.51,14.7
413689.59,19.17,14.0,317472.1,14.71
413826.42,19.18,14.01,317471.76,14.72
413774.69,19.19,14.02,318176.9,14.76
413722.97,19.2,14.02,318176.9,14.76
413671.25,19.2,14.03,318176.9,14.77
413308.8,19.19,14.02,317738.32,14.75
413257.08,19.2,14.02,317738.32,14.76
413205.35,19.2,14.03,317738.97,14.77
413584.04,19.22,14.05,317738.32,14.77
413720.87,19.24,14.07,317738.32,14.78
413669.14,19.24,14.07,318245.99,14.81
413617.42,19.25,14.08,318282.42,14.81
413565.7,19.26,14.09,318282.42,14.82
413513.97,19.26,14.09,318282.42,14.83
413462.25,19.27,14.1,318293.13,14.84
413410.52,19.28,14.11,318332.27,14.84
413358.8,19.28,14.11,318383.04,14.85
413402.89,19.3,14.12,318702.56,14.88
414203.63,19.34,14.17,319282.42,14.91
414151.9,19.35,14.18,319282.42,14.92
414100.18,19.36,14.18,319282.42,14.92
414048.46,19.36,14.19,319286.99,14.93
413688.04,19.35,14.18,319000.82,14.92
413960.45,19.37,14.2,319001.52,14.92
414232.86,19.39,14.21,318999.43,14.93
414181.13,19.39,14.22,319681.13,14.97
414501.45,19.41,14.24,319825.49,14.98
414501.45,19.41,14.24,319825.58,14.98
414479.42,19.42,14.25,320046.34,15.0
414858.11,19.44,14.27,320046.34,15.0
414497.7,19.43,14.26,320046.34,15.0
414445.97,19.44,14.27,320051.9,15.01
414394.25,19.44,14.27,320049.81,15.02
414531.08,19.46,14.29,320046.34,15.02
414479.35,19.47,14.29,320046.34,15.03
414858.04,19.49,14.31,320564.08,15.06
414994.87,19.5,14.33,320680.22,15.07
414943.14,19.51,14.34,320797.93,15.08
414891.42,19.51,14.34,320797.93,15.09
414839.69,19.52,14.35,320797.93,15.1
415112.1,19.54,14.37,320810.82,15.1
415248.93,19.55,14.38,320807.81,15.11
415253.28,19.55,14.38,320833.75,15.11
414962.04,19.54,14.37,320534.54,15.1
415234.45,19.56,14.39,320531.59,15.1
415182.73,19.57,14.4,320524.7,15.11
415131.0,19.58,14.4,321400.22,15.16
415079.28,19.58,14.41,321315.18,15.16
415027.56,19.59,14.42,321315.18,15.17
414975.83,19.6,14.42,321315.18,15.17
415112.66,19.61,14.44,321316.16,15.18
414752.24,19.6,14.43,321083.34,15.17
414752.24,19.6,14.43,321080.51,15.17
414700.52,19.6,14.43,321079.6,15.18
414648.8,19.61,14.44,321079.57,15.19
414597.07,19.62,14.45,321327.66,15.2
414545.35,19.62,14.45,321227.96,15.21
414493.62,19.63,14.46,321268.08,15.22
414872.31,19.65,14.48,321268.08,15.22
415009.14,19.67,14.5,321268.08,15.23
414957.41,19.67,14.5,321268.08,15.23
415094.24,19.69,14.52,321269.26,15.24
415042.52,19.7,14.52,321270.41,15.25
415367.88,19.72,14.54,321268.08,15.25
415316.16,19.72,14.55,322287.77,15.31
415264.43,19.73,14.56,322339.54,15.32
415064.47,19.72,14.55,322168.99,15.31
415012.75,19.73,14.56,322168.99,15.32
414961.02,19.74,14.56,322170.09,15.32
414909.3,19.74,14.57,322169.01,15.33
414857.58,19.75,14.58,322169.02,15.34
414994.4,19.77,14.59,322254.26,15.35
414942.68,19.77,14.6,322220.22,15.35
414890.95,19.78,14.61,322199.9,15.36
414839.23,19.79,14.61,322355.57,15.37
414488.82,19.77,14.6,322125.13,15.37
414437.09,19.78,14.61,322125.13,15.37
414385.37,19.79,14.62,322125.13,15.38
414522.19,19.8,14.63,322125.5,15.39
414413.64,19.8,14.63,322017.18,15.38
414550.47,19.81,14.64,322016.96,15.39
414498.75,19.82,14.65,322018.43,15.4
414635.57,19.83,14.66,322016.81,15.4
414772.4,19.85,14.67,322016.81,15.41
414720.67,19.85,14.68,322773.93,15.45
414720.67,19.85,14.68,322771.01,15.45
414668.95,19.86,14.69,322771.01,15.46
414994.31,19.88,14.71,322771.01,15.46
414942.59,19.89,14.72,322771.72,15.47
414528.8,19.95,14.77,322771.72,15.53
414665.62,19.96,14.79,322771.4,15.54
414613.9,19.97,14.8,322771.85,15.54
414984.62,19.99,14.82,322771.01,15.55
414932.89,20.0,14.82,323606.73,15.6
414881.17,20.0,14.83,323760.97,15.61
415017.99,20.02,14.85,323760.97,15.62
414726.73,20.01,14.84,323460.34,15.6
414675.01,20.01,14.84,323460.34,15.61
414623.29,20.02,14.85,323460.34,15.62
414895.69,20.04,14.87,323461.59,15.62
414895.69,20.04,14.87,323463.55,15.62
414843.97,20.05,14.88,323463.08,15.63
414481.53,20.04,14.86,323057.7,15.62
414322.98,20.03,14.86,322899.15,15.61
414271.25,20.04,14.86,322898.37,15.62
414408.08,20.05,14.88,323622.0,15.66
414113.95,20.04,14.87,323357.95,15.65
414062.22,20.05,14.87,323315.49,15.65
414199.05,20.06,14.89,323315.49,15.66
414147.32,20.07,14.9,323315.49,15.67
414095.6,20.08,14.9,323337.72,15.68
414043.88,20.08,14.91,323364.39,15.69
414027.77,20.09,14.92,324375.35,15.74
414487.35,20.12,14.95,324409.72,15.75
414759.75,20.14,14.97,324409.72,15.76
415110.84,20.17,15.0,324505.49,15.77
415059.11,20.18,15.01,324505.49,15.78
415331.52,20.2,15.03,324528.26,15.78
415279.8,20.21,15.03,324531.32,15.79
415416.62,20.22,15.05,324513.96,15.8
415388.64,20.23,15.06,325699.64,15.86
415325.04,20.24,15.06,325312.83,15.85
415261.45,20.24,15.07,325296.0,15.86
415209.72,20.25,15.08,325296.0,15.86
415580.44,20.27,15.1,325296.0,15.87
415286.31,20.26,15.09,325063.42,15.86
415423.14,20.28,15.1,325078.34,15.87
415060.7,20.26,15.09,325076.35,15.87
415197.52,20.28,15.1,325065.7,15.88
415145.8,20.28,15.11,325063.42,15.88
415117.82,20.29,15.12,325975.32,15.94
415574.46,20.32,15.15,326139.07,15.95
415357.47,20.31,15.14,325918.85,15.94
415306.54,20.32,15.15,325813.21,15.94
415306.54,20.32,15.15,325815.17,15.94
415102.41,20.31,15.14,325672.11,15.94
415050.69,20.32,15.15,325672.11,15.94
414998.96,20.33,15.15,325672.11,15.95
414704.83,20.31,15.14,325399.65,15.94
414510.7,20.31,15.14,325258.47,15.93
414458.98,20.32,15.14,325259.28,15.94
414407.25,20.32,15.15,325260.37,15.95
414355.53,20.33,15.16,325261.23,15.96
414303.8,20.34,15.16,325451.98,15.98
414686.39,20.36,15.19,325633.97,15.99
414793.71,20.37,15.2,325812.89,16.0
414741.98,20.38,15.21,325812.89,16.01
