ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_886d-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
732,2364,2134730,6212,2134730
732,2364,2135730,6212,2135730
732,2364,2136200,6212,2136200
732,2364,2137200,6212,2137200
732,2364,2138200,6212,2138200
732,2364,2139010,6212,2139010
732,2364,2139820,6212,2139820
732,2364,2140820,6212,2140820
733,2372,2141820,6212,2141820
733,2372,2141820,6212,2141820
733,2372,2142290,6212,2142290
733,2372,2143290,6212,2143290
733,2372,2143880,6212,2143880
733,2372,2144200,6212,2144200
733,2372,2144340,6212,2144340
733,2372,2144810,6212,2144810
733,2372,2145620,6212,2145620
733,2372,2146620,6212,2146620
733,2372,2147430,6212,2147430
733,2372,2148430,6212,2148430
733,2372,2148890,6212,2148890
733,2372,2149210,6212,2149210
733,2372,2150020,6212,2150020
734,2380,2150490,6212,2150490
734,2380,2151040,6212,2151040
734,2380,2152040,6212,2152040
734,2380,2152630,6212,2152630
734,2380,2153630,6212,2153630
734,2380,2154630,6212,2154630
734,2380,2155440,6212,2155440
734,2380,2156440,6212,2156440
735,2388,2157250,6212,2157250
735,2388,2157720,6212,2157720
735,2388,2158530,6212,2158530
735,2388,2159000,6212,2159000
735,2388,2160000,6212,2160000
735,2388,2160810,6212,2160810
735,2388,2161620,6212,2161620
735,2388,2162620,6212,2162620
735,2388,2163620,6212,2163620
735,2388,2164090,6212,2164090
736,2396,2165090,6212,2165090
736,2396,2166090,6212,2166090
736,2396,2167090,6212,2167090
736,2396,2167250,6212,2167250
736,2396,2168250,6212,2168250
736,2396,2169250,6212,2169250
736,2396,2170060,6212,2170060
736,2396,2171060,6212,2171060
736,2396,2171650,6212,2171650
737,2404,2172650,6212,2172650
737,2404,2173650,6212,2173650
737,2404,2174650,6212,2174650
737,2404,2175650,6212,2175650
737,2404,2176650,6212,2176650
737,2404,2177460,6212,2177460
737,2404,2177830,6212,2177830
737,2404,2177830,6212,2177830
737,2404,2178640,6212,2178640
737,2404,2179640,6212,2179640
738,2412,2180640,6212,2180640
738,2412,2181640,6212,2181640
738,2412,2182640,6212,2182640
738,2412,2182800,6212,2182800
738,2412,2183800,6212,2183800
738,2412,2184800,6212,2184800
738,2412,2185610,6212,2185610
738,2412,2186420,6212,2186420
738,2412,2186890,6212,2186890
739,2420,2187890,6212,2187890
739,2420,2188890,6212,2188890
739,2420,2189360,6212,2189360
739,2420,2189830,6212,2189830
739,2420,2190830,6212,2190830
739,2420,2191830,6212,2191830
739,2420,2192830,6212,2192830
739,2420,2193300,6212,2193300
739,2420,2194300,6212,2194300
739,2420,2195300,6212,2195300
740,2428,2196300,6212,2196300
740,2428,2197300,6212,2197300
740,2428,2197300,6212,2197300
740,2428,2198300,6212,2198300
740,2428,2199300,6212,2199300
740,2428,2200300,6212,2200300
740,2428,2201110,6212,2201110
740,2428,2201760,6212,2201760
740,2428,2202760,6212,2202760
741,2436,2203760,6212,2203760
741,2436,2203760,6212,2203760
741,2436,2204080,6212,2204080
741,2436,2204300,6212,2204300
741,2436,2204770,6212,2204770
741,2436,2205770,6212,2205770
741,2436,2206770,6212,2206770
741,2436,2207040,6212,2207040
741,2436,2208040,6212,2208040
741,2436,2209040,6212,2209040
741,2436,2210040,6212,2210040
741,2436,2211040,6212,2211040
742,2444,2212040,6212,2212040
742,2444,2212040,6212,2212040
742,2444,2212200,6212,2212200
742,2444,2212670,6212,2212670
742,2444,2212990,6212,2212990
742,2444,2213990,6212,2213990
742,2444,2214310,6212,2214310
742,2444,2214860,6212,2214860
742,2444,2215860,6212,2215860
742,2444,2216860,6212,2216860
742,2444,2217860,6212,2217860
742,2444,2218510,6212,2218510
743,2452,2219320,6212,2219320
743,2452,2220320,6212,2220320
743,2452,2221320,6212,2221320
743,2452,2222320,6212,2222320
743,2452,2222320,6212,2222320
743,2452,2223320,6212,2223320
743,2452,2224320,6212,2224320
743,2452,2225320,6212,2225320
743,2452,2226320,6212,2226320
744,2460,2227320,6212,2227320
744,2460,2228320,6212,2228320
744,2460,2229320,6212,2229320
744,2460,2230320,6212,2230320
744,2460,2231320,6212,2231320
744,2460,2232320,6212,2232320
744,2460,2233130,6212,2233130
744,2460,2234130,6212,2234130
744,2460,2234290,6212,2234290
744,2460,2235290,6212,2235290
745,2468,2236290,6212,2236290
745,2468,2237290,6212,2237290
745,2468,2237760,6212,2237760
745,2468,2238570,6212,2238570
745,2468,2239570,6212,2239570
745,2468,2240040,6212,2240040
745,2468,2241040,6212,2241040
745,2468,2241690,6212,2241690
746,2476,2242690,6212,2242690
746,2476,2243690,6212,2243690
746,2476,2244690,6212,2244690
746,2476,2245500,6212,2245500
746,2476,2246500,6212,2246500
746,2476,2247500,6212,2247500
746,2476,2248310,6212,2248310
746,2476,2249310,6212,2249310
746,2476,2249630,6212,2249630
746,2476,2250280,6212,2250280
747,2484,2251090,6212,2251090
747,2484,2252090,6212,2252090
747,2484,2252410,6212,2252410
747,2484,2253410,6212,2253410
747,2484,2254410,6212,2254410
747,2484,2255220,6212,2255220
747,2484,2256220,6212,2256220
747,2484,2257030,6212,2257030
747,2484,2258030,6212,2258030
748,2492,2259030,6212,2259030
748,2492,2260030,6212,2260030
748,2492,2260190,6212,2260190
748,2492,2261190,6212,2261190
748,2492,2262000,6212,2262000
748,2492,2262470,6212,2262470
748,2492,2262930,6212,2262930
748,2492,2263160,6212,2263160
748,2492,2264160,6212,2264160
748,2492,2264630,6212,2264630
748,2492,2265630,6212,2265630
749,2500,2266630,6212,2266630
749,2500,2267280,6212,2267280
749,2500,2268280,6212,2268280
749,2500,2272280,6212,2272280
749,2500,2273090,6212,2273090
750,2508,2274090,6212,2274090
750,2508,2275090,6212,2275090
750,2508,2275740,6212,2275740
750,2508,2276550,6212,2276550
750,2508,2277550,6212,2277550
750,2508,2278020,6212,2278020
750,2508,2279020,6212,2279020
750,2508,2280020,6212,2280020
750,2508,2280610,6212,2280610
751,2516,2281420,6212,2281420
751,2516,2282420,6212,2282420
751,2516,2283420,6212,2283420
751,2516,2284420,6212,2284420
751,2516,2285420,6212,2285420
751,2516,2286420,6212,2286420
751,2516,2287420,6212,2287420
751,2516,2288420,6212,2288420
752,2524,2289420,6212,2289420
752,2524,2290420,6212,2290420
752,2524,2291420,6212,2291420
752,2524,2292420,6212,2292420
752,2524,2293420,6212,2293420
752,2524,2294420,6212,2294420
752,2524,2295420,6212,2295420
752,2524,2296230,6212,2296230
753,2532,2297040,6212,2297040
753,2532,2297630,6212,2297630
753,2532,2297950,6212,2297950
753,2532,2298950,6212,2298950
753,2532,2299950,6212,2299950
753,2532,2300420,6212,2300420
753,2532,2301420,6212,2301420
753,2532,2302230,6212,2302230
753,2532,2303040,6212,2303040
754,2540,2304040,6212,2304040
754,2540,2304690,6212,2304690
754,2540,2305690,6212,2305690
754,2540,2306160,6212,2306160
754,2540,2306630,6212,2306630
754,2540,2307630,6212,2307630
754,2540,2308630,6212,2308630
754,2540,2309630,6212,2309630
754,2540,2310630,6212,2310630
754,2540,2311100,6212,2311100
755,2548,2312100,6212,2312100
755,2548,2312570,6212,2312570
755,2548,2313570,6212,2313570
755,2548,2314570,6212,2314570
755,2548,2315570,6212,2315570
755,2548,2316570,6212,2316570
755,2548,2317220,6212,2317220
755,2548,2318220,6212,2318220
756,2556,2319220,6212,2319220
756,2556,2320220,6212,2320220
756,2556,2321030,6212,2321030
756,2556,2321840,6212,2321840
756,2556,2321840,6212,2321840
756,2556,2322160,6212,2322160
756,2556,2322810,6212,2322810
756,2556,2323810,6212,2323810
756,2556,2323810,6212,2323810
756,2556,2324280,6212,2324280
756,2556,2325280,6212,2325280
756,2556,2325740,6212,2325740
757,2564,2326740,6212,2326740
757,2564,2326970,6212,2326970
757,2564,2327970,6212,2327970
757,2564,2328200,6212,2328200
757,2564,2329200,6212,2329200
757,2564,2330010,6212,2330010
757,2564,2330010,6212,2330010
757,2564,2330480,6212,2330480
757,2564,2331480,6212,2331480
757,2564,2332480,6212,2332480
757,2564,2333290,6212,2333290
758,2572,2334290,6212,2334290
758,2572,2335100,6212,2335100
758,2572,2335470,6212,2335470
758,2572,2335930,6212,2335930
758,2572,2336930,6212,2336930
758,2572,2337930,6212,2337930
758,2572,2338250,6212,2338250
758,2572,2339250,6212,2339250
758,2572,2339720,6212,2339720
758,2572,2340530,6212,2340530
758,2572,2341000,6212,2341000
758,2572,2341470,6212,2341470
758,2572,2341470,6212,2341470
758,2572,2341940,6212,2341940
759,2580,2342940,6212,2342940
759,2580,2342940,6212,2342940
759,2580,2343750,6212,2343750
759,2580,2344400,6212,2344400
759,2580,2345050,6212,2345050
759,2580,2345860,6212,2345860
759,2580,2345860,6212,2345860
759,2580,2346860,6212,2346860
759,2580,2347860,6212,2347860
759,2580,2348860,6212,2348860
760,2588,2349860,6212,2349860
760,2588,2350180,6212,2350180
760,2588,2350650,6212,2350650
760,2588,2351460,6212,2351460
760,2588,2352460,6212,2352460
760,2588,2352460,6212,2352460
760,2588,2353270,6212,2353270
760,2588,2354270,6212,2354270
760,2588,2354740,6212,2354740
760,2588,2355550,6212,2355550
760,2588,2356550,6212,2356550
761,2596,2357550,6212,2357550
761,2596,2358550,6212,2358550
761,2596,2359550,6212,2359550
761,2596,2360020,6212,2360020
761,2596,2361020,6212,2361020
761,2596,2362020,6212,2362020
761,2596,2363020,6212,2363020
761,2596,2364020,6212,2364020
761,2596,2364020,6212,2364020
761,2596,2364490,6212,2364490
761,2596,2364490,6212,2364490
762,2604,2365300,6212,2365300
762,2604,2366300,6212,2366300
762,2604,2366620,6212,2366620
762,2604,2367620,6212,2367620
762,2604,2368620,6212,2368620
762,2604,2369620,6212,2369620
762,2604,2370620,6212,2370620
762,2604,2371210,6212,2371210
762,2604,2372210,6212,2372210
763,2612,2372670,6212,2372670
763,2612,2373480,6212,2373480
763,2612,2374480,6212,2374480
763,2612,2375480,6212,2375480
763,2612,2376480,6212,2376480
763,2612,2377480,6212,2377480
763,2612,2377800,6212,2377800
763,2612,2378800,6212,2378800
763,2612,2379800,6212,2379800
764,2620,2380610,6212,2380610
764,2620,2381610,6212,2381610
764,2620,2382610,6212,2382610
764,2620,2383080,6212,2383080
764,2620,2383400,6212,2383400
764,2620,2384400,6212,2384400
764,2620,2385210,6212,2385210
764,2620,2385680,6212,2385680
764,2620,2386270,6212,2386270
764,2620,2386500,6212,2386500
764,2620,2387310,6212,2387310
765,2628,2388310,6212,2388310
765,2628,2389310,6212,2389310
765,2628,2389310,6212,2389310
765,2628,2389960,6212,2389960
765,2628,2390430,6212,2390430
765,2628,2391430,6212,2391430
765,2628,2391900,6212,2391900
765,2628,2392360,6212,2392360
766,2636,2393360,6212,2393360
766,2636,2394170,6212,2394170
766,2636,2394330,6212,2394330
766,2636,2394800,6212,2394800
766,2636,2395800,6212,2395800
766,2636,2396800,6212,2396800
766,2636,2396800,6212,2396800
766,2636,2397800,6212,2397800
766,2636,2398800,6212,2398800
766,2636,2399800,6212,2399800
766,2636,2400390,6212,2400390
766,2636,2400860,6212,2400860
766,2636,2400860,6212,2400860
766,2636,2400860,6212,2400860
766,2636,2401330,6212,2401330
766,2636,2401490,6212,2401490
767,2644,2402490,6212,2402490
767,2644,2403490,6212,2403490
767,2644,2404490,6212,2404490
767,2644,2405490,6212,2405490
767,2644,2406490,6212,2406490
767,2644,2406950,6212,2406950
767,2644,2407270,6212,2407270
767,2644,2408270,6212,2408270
767,2644,2409080,6212,2409080
767,2644,2409300,6212,2409300
767,2644,2410300,6212,2410300
768,2652,2411110,6212,2411110
768,2652,2412110,6212,2412110
768,2652,2413110,6212,2413110
768,2652,2414110,6212,2414110
768,2652,2415110,6212,2415110
768,2652,2416110,6212,2416110
768,2652,2416110,6212,2416110
768,2652,2417110,6212,2417110
768,2652,2417430,6212,2417430
768,2652,2417660,6212,2417660
768,2652,2418470,6212,2418470
768,2652,2418790,6212,2418790
768,2652,2419600,6212,2419600
769,2660,2419830,6212,2419830
769,2660,2420640,6212,2420640
769,2660,2421450,6212,2421450
769,2660,2421770,6212,2421770
769,2660,2422770,6212,2422770
769,2660,2423770,6212,2423770
769,2660,2424770,6212,2424770
769,2660,2425770,6212,2425770
769,2660,2426240,6212,2426240
769,2660,2427240,6212,2427240
770,2668,2428240,6212,2428240
770,2668,2429050,6212,2429050
770,2668,2430050,6212,2430050
770,2668,2430400,6212,2430400
770,2668,2431400,6212,2431400
770,2668,2432210,6212,2432210
770,2668,2433020,6212,2433020
770,2668,2433830,6212,2433830
770,2668,2434300,6212,2434300
771,2676,2435300,6212,2435300
771,2676,2435300,6212,2435300
771,2676,2436300,6212,2436300
771,2676,2437300,6212,2437300
771,2676,2438300,6212,2438300
771,2676,2439300,6212,2439300
771,2676,2440300,6212,2440300
771,2676,2441110,6212,2441110
771,2676,2442110,6212,2442110
772,2684,2442920,6212,2442920
772,2684,2443920,6212,2443920
772,2684,2444920,6212,2444920
772,2684,2446920,6212,2446920
772,2684,2447920,6212,2447920
772,2684,2448080,6212,2448080
772,2684,2449080,6212,2449080
773,2692,2450080,6212,2450080
773,2692,2451080,6212,2451080
773,2692,2452080,6212,2452080
773,2692,2453080,6212,2453080
773,2692,2454080,6212,2454080
773,2692,2455080,6212,2455080
773,2692,2456080,6212,2456080
773,2692,2457080,6212,2457080
774,2700,2458080,6212,2458080
774,2700,2458550,6212,2458550
774,2700,2459550,6212,2459550
774,2700,2460360,6212,2460360
774,2700,2460680,6212,2460680
774,2700,2461150,6212,2461150
774,2700,2461620,6212,2461620
774,2700,2462620,6212,2462620
774,2700,2463620,6212,2463620
774,2700,2464430,6212,2464430
774,2700,2465430,6212,2465430
775,2708,2466430,6212,2466430
775,2708,2467430,6212,2467430
775,2708,2467800,6212,2467800
775,2708,2468800,6212,2468800
775,2708,2469800,6212,2469800
775,2708,2470800,6212,2470800
775,2708,2470800,6212,2470800
775,2708,2471800,6212,2471800
775,2708,2472800,6212,2472800
775,2708,2473020,6212,2473020
776,2716,2474020,6212,2474020
776,2716,2475020,6212,2475020
776,2716,2476020,6212,2476020
776,2716,2477020,6212,2477020
776,2716,2478020,6212,2478020
776,2716,2478490,6212,2478490
776,2716,2479490,6212,2479490
776,2716,2480490,6212,2480490
776,2716,2481490,6212,2481490
777,2724,2482490,6212,2482490
777,2724,2482490,6212,2482490
777,2724,2483300,6212,2483300
777,2724,2484300,6212,2484300
777,2724,2485300,6212,2485300
777,2724,2485770,6212,2485770
777,2724,2486770,6212,2486770
777,2724,2487240,6212,2487240
777,2724,2488240,6212,2488240
777,2724,2488240,6212,2488240
777,2724,2488240,6212,2488240
777,2724,2488700,6212,2488700
778,2732,2489700,6212,2489700
778,2732,2490700,6212,2490700
778,2732,2491510,6212,2491510
778,2732,2492510,6212,2492510
778,2732,2492980,6212,2492980
778,2732,2493440,6212,2493440
778,2732,2494250,6212,2494250
778,2732,2495250,6212,2495250
778,2732,2495570,6212,2495570
778,2732,2496570,6212,2496570
779,2740,2497570,6212,2497570
779,2740,2498570,6212,2498570
779,2740,2499030,6212,2499030
779,2740,2499190,6212,2499190
779,2740,2500190,6212,2500190
779,2740,2500420,6212,2500420
779,2740,2501420,6212,2501420
779,2740,2501890,6212,2501890
780,2748,2502890,6212,2502890
780,2748,2503700,6212,2503700
780,2748,2504350,6212,2504350
780,2748,2504900,6212,2504900
780,2748,2505490,6212,2505490
780,2748,2505950,6212,2505950
780,2748,2506420,6212,2506420
780,2748,2507230,6212,2507230
780,2748,2508230,6212,2508230
780,2748,2509230,6212,2509230
780,2748,2509700,6212,2509700
781,2756,2510700,6212,2510700
781,2756,2511700,6212,2511700
781,2756,2512700,6212,2512700
781,2756,2512930,6212,2512930
781,2756,2513160,6212,2513160
781,2756,2513970,6212,2513970
781,2756,2514440,6212,2514440
781,2756,2514910,6212,2514910
781,2756,2515910,6212,2515910
781,2756,2516460,6212,2516460
781,2756,2517460,6212,2517460
781,2756,2517620,6212,2517620
781,2756,2518620,6212,2518620
782,2764,2519620,6212,2519620
782,2764,2520620,6212,2520620
782,2764,2521620,6212,2521620
782,2764,2521780,6212,2521780
782,2764,2522250,6212,2522250
782,2764,2522250,6212,2522250
782,2764,2523250,6212,2523250
782,2764,2524250,6212,2524250
782,2764,2525060,6212,2525060
782,2764,2526060,6212,2526060
782,2764,2527060,6212,2527060
783,2772,2527530,6212,2527530
783,2772,2528340,6212,2528340
783,2772,2529340,6212,2529340
783,2772,2529340,6212,2529340
783,2772,2530340,6212,2530340
783,2772,2531340,6212,2531340
783,2772,2532150,6212,2532150
783,2772,2532960,6212,2532960
783,2772,2533770,6212,2533770
784,2780,2534770,6212,2534770
784,2780,2535770,6212,2535770
784,2780,2536770,6212,2536770
784,2780,2537770,6212,2537770
784,2780,2538770,6212,2538770
784,2780,2539770,6212,2539770
784,2780,2540770,6212,2540770
784,2780,2541770,6212,2541770
785,2788,2542770,6212,2542770
785,2788,2543770,6212,2543770
785,2788,2544580,6212,2544580
785,2788,2545390,6212,2545390
785,2788,2546200,6212,2546200
785,2788,2547010,6212,2547010
785,2788,2547010,6212,2547010
785,2788,2547820,6212,2547820
785,2788,2548290,6212,2548290
785,2788,2549100,6212,2549100
786,2796,2550100,6212,2550100
786,2796,2550910,6212,2550910
786,2796,2551910,6212,2551910
786,2796,2552910,6212,2552910
786,2796,2553910,6212,2553910
786,2796,2554720,6212,2554720
786,2796,2555720,6212,2555720
786,2796,2556720,6212,2556720
787,2804,2557530,6212,2557530
787,2804,2558180,6212,2558180
787,2804,2558990,6212,2558990
787,2804,2559580,6212,2559580
787,2804,2559800,6212,2559800
787,2804,2560800,6212,2560800
787,2804,2560800,6212,2560800
787,2804,2561800,6212,2561800
787,2804,2562800,6212,2562800
787,2804,2563610,6212,2563610
787,2804,2563610,6212,2563610
787,2804,2563610,6212,2563610
788,2812,2564610,6212,2564610
788,2812,2565610,6212,2565610
788,2812,2565840,6212,2565840
788,2812,2566070,6212,2566070
788,2812,2566540,6212,2566540
788,2812,2567540,6212,2567540
788,2812,2567540,6212,2567540
788,2812,2567540,6212,2567540
788,2812,2568540,6212,2568540
788,2812,2569540,6212,2569540
788,2812,2570540,6212,2570540
788,2812,2570540,6212,2570540
788,2812,2571350,6212,2571350
789,2820,2572350,6212,2572350
789,2820,2573350,6212,2573350
789,2820,2573820,6212,2573820
789,2820,2574290,6212,2574290
789,2820,2575100,6212,2575100
789,2820,2575100,6212,2575100
789,2820,2575690,6212,2575690
789,2820,2576690,6212,2576690
789,2820,2576690,6212,2576690
789,2820,2577690,6212,2577690
789,2820,2578690,6212,2578690
790,2828,2579690,6212,2579690
790,2828,2580160,6212,2580160
790,2828,2580480,6212,2580480
790,2828,2581480,6212,2581480
790,2828,2582290,6212,2582290
790,2828,2583290,6212,2583290
790,2828,2584290,6212,2584290
790,2828,2585290,6212,2585290
790,2828,2586290,6212,2586290
790,2828,2587290,6212,2587290
791,2836,2588290,6212,2588290
791,2836,2588940,6212,2588940
791,2836,2589940,6212,2589940
791,2836,2590590,6212,2590590
791,2836,2590820,6212,2590820
791,2836,2591290,6212,2591290
791,2836,2592290,6212,2592290
791,2836,2593100,6212,2593100
791,2836,2593570,6212,2593570
791,2836,2594570,6212,2594570
792,2844,2595570,6212,2595570
792,2844,2595790,6212,2595790
792,2844,2596790,6212,2596790
792,2844,2597260,6212,2597260
792,2844,2597730,6212,2597730
792,2844,2598730,6212,2598730
792,2844,2599730,6212,2599730
792,2844,2599960,6212,2599960
792,2844,2600770,6212,2600770
792,2844,2601770,6212,2601770
792,2844,2602770,6212,2602770
793,2852,2603580,6212,2603580
793,2852,2604580,6212,2604580
793,2852,2605390,6212,2605390
793,2852,2605620,6212,2605620
793,2852,2606270,6212,2606270
793,2852,2607270,6212,2607270
793,2852,2607820,6212,2607820
793,2852,2608630,6212,2608630
793,2852,2609630,6212,2609630
794,2860,2610440,6212,2610440
794,2860,2611440,6212,2611440
794,2860,2612440,6212,2612440
794,2860,2613250,6212,2613250
794,2860,2614250,6212,2614250
794,2860,2615250,6212,2615250
794,2860,2616060,6212,2616060
794,2860,2617060,6212,2617060
795,2868,2618060,6212,2618060
795,2868,2618870,6212,2618870
795,2868,2619190,6212,2619190
795,2868,2620190,6212,2620190
795,2868,2621000,6212,2621000
795,2868,2622000,6212,2622000
795,2868,2622220,6212,2622220
795,2868,2623220,6212,2623220
795,2868,2624030,6212,2624030
795,2868,2625030,6212,2625030
796,2876,2625840,6212,2625840
796,2876,2626490,6212,2626490
796,2876,2627490,6212,2627490
796,2876,2627810,6212,2627810
796,2876,2628810,6212,2628810
796,2876,2629810,6212,2629810
796,2876,2630810,6212,2630810
796,2876,2631460,6212,2631460
796,2876,2631930,6212,2631930
797,2884,2632400,6212,2632400
797,2884,2632870,6212,2632870
797,2884,2633870,6212,2633870
797,2884,2634870,6212,2634870
797,2884,2635340,6212,2635340
797,2884,2636340,6212,2636340
797,2884,2637150,6212,2637150
797,2884,2638150,6212,2638150
797,2884,2638960,6212,2638960
797,2884,2639770,6212,2639770
798,2892,2640770,6212,2640770
798,2892,2641000,6212,2641000
798,2892,2642000,6212,2642000
798,2892,2642810,6212,2642810
798,2892,2643280,6212,2643280
798,2892,2643600,6212,2643600
798,2892,2644410,6212,2644410
798,2892,2645410,6212,2645410
798,2892,2646410,6212,2646410
798,2892,2646410,6212,2646410
798,2892,2646640,6212,2646640
799,2900,2647640,6212,2647640
799,2900,2648640,6212,2648640
799,2900,2649640,6212,2649640
799,2900,2650640,6212,2650640
799,2900,2651290,6212,2651290
799,2900,2651510,6212,2651510
799,2900,2651980,6212,2651980
799,2900,2652980,6212,2652980
799,2900,2653980,6212,2653980
799,2900,2654980,6212,2654980
800,2908,2655790,6212,2655790
800,2908,2656260,6212,2656260
800,2908,2657070,6212,2657070
800,2908,2657880,6212,2657880
800,2908,2658690,6212,2658690
800,2908,2659690,6212,2659690
800,2908,2660690,6212,2660690
800,2908,2661690,6212,2661690
800,2908,2662690,6212,2662690
801,2916,2663690,6212,2663690
801,2916,2664690,6212,2664690
801,2916,2665690,6212,2665690
801,2916,2666160,6212,2666160
801,2916,2667160,6212,2667160
801,2916,2668160,6212,2668160
801,2916,2669160,6212,2669160
801,2916,2670160,6212,2670160
802,2924,2670970,6212,2670970
803,2932,2678970,6212,2678970
803,2932,2679970,6212,2679970
803,2932,2680970,6212,2680970
803,2932,2681780,6212,2681780
803,2932,2682330,6212,2682330
803,2932,2683330,6212,2683330
803,2932,2684330,6212,2684330
803,2932,2685330,6212,2685330
804,2940,2686330,6212,2686330
804,2940,2686800,6212,2686800
804,2940,2687610,6212,2687610
804,2940,2688610,6212,2688610
804,2940,2689610,6212,2689610
804,2940,2690610,6212,2690610
804,2940,2691610,6212,2691610
804,2940,2692070,6212,2692070
804,2940,2693070,6212,2693070
805,2948,2693540,6212,2693540
805,2948,2694540,6212,2694540
805,2948,2695540,6212,2695540
805,2948,2696540,6212,2696540
805,2948,2697540,6212,2697540
805,2948,2698130,6212,2698130
805,2948,2698600,6212,2698600
805,2948,2699600,6212,2699600
805,2948,2700070,6212,2700070
806,2956,2701070,6212,2701070
806,2956,2702070,6212,2702070
806,2956,2703070,6212,2703070
806,2956,2704070,6212,2704070
806,2956,2705070,6212,2705070
806,2956,2705720,6212,2705720
806,2956,2706720,6212,2706720
807,2964,2707720,6212,2707720
807,2964,2708720,6212,2708720
807,2964,2709720,6212,2709720
807,2964,2710720,6212,2710720
807,2964,2711720,6212,2711720
807,2964,2712720,6212,2712720
807,2964,2713530,6212,2713530
807,2964,2714180,6212,2714180
808,2972,2715180,6212,2715180
808,2972,2716180,6212,2716180
808,2972,2716990,6212,2716990
808,2972,2717800,6212,2717800
808,2972,2718800,6212,2718800
808,2972,2719800,6212,2719800
808,2972,2720450,6212,2720450
808,2972,2721450,6212,2721450
809,2980,2722450,6212,2722450
809,2980,2723450,6212,2723450
809,2980,2723560,6212,2723560
809,2980,2724560,6212,2724560
809,2980,2725560,6212,2725560
809,2980,2726560,6212,2726560
809,2980,2727560,6212,2727560
809,2980,2728560,6212,2728560
809,2980,2729560,6212,2729560
810,2988,2730030,6212,2730030
810,2988,2730500,6212,2730500
810,2988,2731150,6212,2731150
810,2988,2732150,6212,2732150
810,2988,2733150,6212,2733150
810,2988,2733150,6212,2733150
810,2988,2734150,6212,2734150
810,2988,2734960,6212,2734960
810,2988,2735960,6212,2735960
810,2988,2736960,6212,2736960
811,2996,2737960,6212,2737960
811,2996,2738770,6212,2738770
811,2996,2739770,6212,2739770
811,2996,2740770,6212,2740770
811,2996,2741770,6212,2741770
811,2996,2742770,6212,2742770
811,2996,2743580,6212,2743580
811,2996,2744060,6212,2744060
811,2996,2744870,6212,2744870
812,3004,2745870,6212,2745870
812,3004,2746680,6212,2746680
812,3004,2746840,6212,2746840
812,3004,2747840,6212,2747840
812,3004,2748840,6212,2748840
812,3004,2749650,6212,2749650
812,3004,2749880,6212,2749880
812,3004,2750690,6212,2750690
812,3004,2751500,6212,2751500
812,3004,2752500,6212,2752500
812,3004,2752730,6212,2752730
813,3012,2753730,6212,2753730
813,3012,2754730,6212,2754730
813,3012,2755540,6212,2755540
813,3012,2756540,6212,2756540
813,3012,2757540,6212,2757540
813,3012,2758540,6212,2758540
813,3012,2759540,6212,2759540
813,3012,2760540,6212,2760540
814,3020,2761540,6212,2761540
814,3020,2762000,6212,2762000
814,3020,2763000,6212,2763000
814,3020,2764000,6212,2764000
814,3020,2765000,6212,2765000
814,3020,2766000,6212,2766000
814,3020,2766320,6212,2766320
814,3020,2767320,6212,2767320
814,3020,2767690,6212,2767690
814,3020,2768690,6212,2768690
815,3028,2769690,6212,2769690
815,3028,2770690,6212,2770690
815,3028,2771500,6212,2771500
815,3028,2772500,6212,2772500
815,3028,2773500,6212,2773500
815,3028,2774500,6212,2774500
815,3028,2775310,6212,2775310
815,3028,2775770,6212,2775770
815,3028,2776040,6212,2776040
816,3036,2777040,6212,2777040
816,3036,2778040,6212,2778040
816,3036,2779040,6212,2779040
816,3036,2780040,6212,2780040
816,3036,2781040,6212,2781040
816,3036,2782040,6212,2782040
816,3036,2782690,6212,2782690
817,3044,2783690,6212,2783690
817,3044,2784160,6212,2784160
817,3044,2784530,6212,2784530
817,3044,2785530,6212,2785530
817,3044,2786530,6212,2786530
817,3044,2786530,6212,2786530
817,3044,2786760,6212,2786760
817,3044,2787410,6212,2787410
817,3044,2787870,6212,2787870
817,3044,2788340,6212,2788340
817,3044,2789340,6212,2789340
817,3044,2789930,6212,2789930
818,3052,2790400,6212,2790400
818,3052,2791210,6212,2791210
818,3052,2792210,6212,2792210
818,3052,2793210,6212,2793210
818,3052,2794210,6212,2794210
818,3052,2795210,6212,2795210
818,3052,2796210,6212,2796210
818,3052,2797020,6212,2797020
819,3060,2798020,6212,2798020
819,3060,2798830,6212,2798830
819,3060,2799300,6212,2799300
819,3060,2800300,6212,2800300
819,3060,2801300,6212,2801300
819,3060,2802300,6212,2802300
819,3060,2803300,6212,2803300
819,3060,2803770,6212,2803770
819,3060,2804230,6212,2804230
819,3060,2804550,6212,2804550
