ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1212,6211,4320530,6212,4360530
1212,6211,4321530,6212,4361530
1212,6211,4322000,6212,4362000
1212,6211,4323000,6212,4363000
1212,6211,4323000,6212,4371000
1212,6211,4323220,6212,4371220
1212,6211,4324220,6212,4372220
1212,6211,4324440,6212,4372440
1212,6211,4324910,6212,4372910
1212,6211,4325910,6212,4373910
1212,6211,4326910,6212,4374910
1212,6211,4327720,6212,4375720
1212,6211,4328720,6212,4376720
1212,6211,4329720,6212,4377720
1212,6211,4330720,6212,4378720
1212,6211,4331530,6212,4379530
1212,6211,4332530,6212,4380530
1212,6211,4333000,6212,4381000
1212,6211,4333320,6212,4381320
1212,6211,4334320,6212,4382320
1212,6211,4335130,6212,4383130
1212,6211,4335600,6212,4383600
1212,6211,4336600,6212,4384600
1212,6211,4337600,6212,4385600
1212,6211,4338410,6212,4386410
1212,6211,4339220,6212,4387220
1212,6211,4340220,6212,4388220
1212,6211,4341220,6212,4389220
1212,6211,4342220,6212,4390220
1212,6211,4343220,6212,4391220
1212,6211,4344220,6212,4392220
1212,6211,4345220,6212,4393220
1212,6211,4346220,6212,4394220
1212,6211,4347220,6212,4395220
1212,6211,4348030,6212,4396030
1212,6211,4349030,6212,4397030
1212,6211,4349500,6212,4397500
1212,6211,4350500,6212,4398500
1212,6211,4351150,6212,4399150
1212,6211,4352150,6212,4400150
1212,6211,4353150,6212,4401150
1212,6211,4354150,6212,4402150
1212,6211,4358150,6212,4406150
1212,6211,4359150,6212,4407150
1212,6211,4359620,6212,4407620
1212,6211,4360620,6212,4408620
1212,6211,4361430,6212,4409430
1212,6211,4361430,6212,4417430
1212,6211,4362430,6212,4418430
1212,6211,4363080,6212,4419080
1212,6211,4364080,6212,4420080
1212,6211,4365080,6212,4421080
1212,6211,4365080,6212,4421080
1212,6211,4365550,6212,4421550
1212,6211,4366020,6212,4422020
1212,6211,4366490,6212,4422490
1212,6211,4367040,6212,4423040
1212,6211,4367510,6212,4423510
1212,6211,4367510,6212,4423510
1212,6211,4368510,6212,4424510
1212,6211,4369510,6212,4425510
1212,6211,4370510,6212,4426510
1212,6211,4370980,6212,4426980
1212,6211,4371980,6212,4427980
1212,6211,4372790,6212,4428790
1212,6211,4373110,6212,4429110
1212,6211,4374110,6212,4430110
1212,6211,4375110,6212,4431110
1212,6211,4376110,6212,4432110
1212,6211,4376580,6212,4432580
1212,6211,4377580,6212,4433580
1212,6211,4378580,6212,4434580
1212,6211,4379580,6212,4435580
1212,6211,4380580,6212,4436580
1212,6211,4381050,6212,4437050
1212,6211,4381860,6212,4437860
1212,6211,4381860,6212,4437860
1212,6211,4382860,6212,4438860
1212,6211,4383090,6212,4439090
1212,6211,4383900,6212,4439900
1212,6211,4384900,6212,4440900
1213,6212,4385270,6212,4441270
1213,6212,4385740,6212,4441740
1213,6212,4386740,6212,4442740
1213,6212,4387740,6212,4443740
1213,6212,4388740,6212,4444740
1213,6212,4389330,6212,4445330
1213,6212,4390330,6212,4446330
1213,6212,4390800,6212,4446800
1213,6212,4390800,6212,4446800
1213,6212,4391800,6212,4447800
1213,6212,4392450,6212,4448450
1213,6212,4393450,6212,4449450
1213,6212,4393450,6212,4457450
1213,6212,4394450,6212,4458450
1213,6212,4394770,6212,4458770
1213,6212,4395580,6212,4459580
1213,6212,4397580,6212,4461580
1213,6212,4398580,6212,4462580
1213,6212,4399580,6212,4463580
1213,6212,4400390,6212,4464390
1213,6212,4401390,6212,4465390
1213,6212,4401860,6212,4465860
1213,6212,4401860,6212,4465860
1213,6212,4402860,6212,4466860
1213,6212,4403670,6212,4467670
1213,6212,4404220,6212,4468220
1213,6212,4405220,6212,4469220
1213,6212,4406220,6212,4470220
1213,6212,4407030,6212,4471030
1213,6212,4407350,6212,4471350
1213,6212,4408160,6212,4472160
1213,6212,4408320,6212,4472320
1213,6212,4409320,6212,4473320
1213,6212,4410320,6212,4474320
1213,6212,4411320,6212,4475320
1213,6212,4411970,6212,4475970
1213,6212,4412970,6212,4476970
1213,6212,4413970,6212,4477970
1213,6212,4414780,6212,4478780
1213,6212,4414780,6212,4478780
1213,6212,4415590,6212,4479590
1213,6212,4416060,6212,4480060
1213,6212,4416380,6212,4480380
1213,6212,4417380,6212,4481380
1213,6212,4418380,6212,4482380
1213,6212,4419380,6212,4483380
1213,6212,4420380,6212,4484380
1213,6212,4421380,6212,4485380
1213,6212,4422380,6212,4486380
1213,6212,4422850,6212,4486850
1213,6212,4423660,6212,4487660
1213,6212,4424130,6212,4488130
1213,6212,4424290,6212,4488290
1213,6212,4425290,6212,4489290
1213,6212,4426290,6212,4490290
1213,6212,4426760,6212,4490760
1213,6212,4427760,6212,4491760
1213,6212,4428760,6212,4492760
1213,6212,4429570,6212,4493570
1213,6212,4429730,6212,4493730
1213,6212,4430200,6212,4494200
1213,6212,4431010,6212,4495010
1213,6212,4431820,6212,4495820
1213,6212,4432820,6212,4496820
1213,6212,4433290,6212,4497290
1213,6212,4433940,6212,4497940
1213,6212,4433940,6212,4505940
1213,6212,4434940,6212,4506940
1213,6212,4435590,6212,4507590
1213,6212,4436070,6212,4508070
1213,6212,4436070,6212,4508070
1213,6212,4437070,6212,4509070
1213,6212,4438070,6212,4510070
1213,6212,4438420,6212,4510420
1213,6212,4439420,6212,4511420
1213,6212,4440420,6212,4512420
1213,6212,4440890,6212,4512890
1213,6212,4441890,6212,4513890
1213,6212,4442890,6212,4514890
1213,6212,4443890,6212,4515890
1213,6212,4444360,6212,4516360
1213,6212,4444820,6212,4516820
1213,6212,4445140,6212,4517140
1213,6212,4445460,6212,4517460
1213,6212,4446460,6212,4518460
1213,6212,4447270,6212,4519270
1213,6212,4448080,6212,4520080
1213,6212,4448730,6212,4520730
1213,6212,4449540,6212,4521540
1213,6212,4450540,6212,4522540
1213,6212,4451540,6212,4523540
1213,6212,4451540,6212,4531540
1213,6212,4452010,6212,4532010
1213,6212,4453010,6212,4533010
1213,6212,4453660,6212,4533660
1213,6212,4453980,6212,4533980
1213,6212,4453980,6212,4533980
1213,6212,4454980,6212,4534980
1213,6212,4455790,6212,4535790
1213,6212,4456790,6212,4536790
1213,6212,4457790,6212,4537790
1213,6212,4458600,6212,4538600
1213,6212,4459190,6212,4539190
1213,6212,4459660,6212,4539660
1213,6212,4460660,6212,4540660
1213,6212,4461660,6212,4541660
1213,6212,4461980,6212,4541980
1213,6212,4462300,6212,4542300
1213,6212,4463110,6212,4543110
1213,6212,4464110,6212,4544110
1213,6212,4465110,6212,4545110
1213,6212,4466110,6212,4546110
1213,6212,4466920,6212,4546920
1213,6212,4467730,6212,4547730
1213,6212,4468730,6212,4548730
1213,6212,4469730,6212,4549730
1213,6212,4470540,6212,4550540
1213,6212,4470540,6212,4550540
1213,6212,4471010,6212,4551010
1213,6212,4471820,6212,4551820
1213,6212,4472630,6212,4552630
1213,6212,4473440,6212,4553440
1213,6212,4473440,6212,4553440
1213,6212,4474440,6212,4554440
1213,6212,4475250,6212,4555250
1213,6212,4475720,6212,4555720
1213,6212,4476720,6212,4556720
1213,6212,4477190,6212,4557190
1213,6212,4477650,6212,4557650
1213,6212,4478650,6212,4558650
1213,6212,4478650,6212,4558650
1213,6212,4479120,6212,4559120
1213,6212,4480120,6212,4560120
1213,6212,4481120,6212,4561120
1213,6212,4481710,6212,4561710
1213,6212,4482710,6212,4562710
1213,6212,4483710,6212,4563710
1213,6212,4484710,6212,4564710
1213,6212,4485520,6212,4565520
1213,6212,4486520,6212,4566520
1213,6212,4487520,6212,4567520
1213,6212,4488520,6212,4568520
1213,6212,4489520,6212,4569520
1213,6212,4489520,6212,4569520
1213,6212,4490520,6212,4570520
1213,6212,4491330,6212,4571330
1213,6212,4491880,6212,4571880
1213,6212,4492350,6212,4572350
1213,6212,4493350,6212,4573350
1213,6212,4494350,6212,4574350
1213,6212,4494820,6212,4574820
1213,6212,4495820,6212,4575820
1213,6212,4496820,6212,4576820
1213,6212,4497820,6212,4577820
1213,6212,4498470,6212,4578470
1213,6212,4499470,6212,4579470
1213,6212,4500470,6212,4580470
1213,6212,4500790,6212,4580790
1213,6212,4501020,6212,4581020
1213,6212,4502020,6212,4582020
1213,6212,4503020,6212,4583020
1213,6212,4504020,6212,4584020
1213,6212,4505020,6212,4585020
1213,6212,4505830,6212,4585830
1213,6212,4506830,6212,4586830
1213,6212,4507830,6212,4587830
1213,6212,4508640,6212,4588640
1213,6212,4509640,6212,4589640
1213,6212,4510640,6212,4590640
1213,6212,4511450,6212,4591450
1213,6212,4512450,6212,4592450
1213,6212,4513450,6212,4593450
1213,6212,4513450,6212,4593450
1213,6212,4513560,6212,4593560
1213,6212,4514560,6212,4594560
1213,6212,4515560,6212,4595560
1213,6212,4516560,6212,4596560
1213,6212,4517560,6212,4597560
1213,6212,4518370,6212,4598370
1213,6212,4519370,6212,4599370
1213,6212,4520180,6212,4600180
1213,6212,4520650,6212,4600650
1213,6212,4521650,6212,4601650
1213,6212,4522650,6212,4602650
1213,6212,4523650,6212,4603650
1213,6212,4524650,6212,4604650
1213,6212,4524650,6212,4604650
1213,6212,4525300,6212,4605300
1213,6212,4525850,6212,4605850
1213,6212,4525850,6212,4613850
1213,6212,4526850,6212,4614850
1213,6212,4526850,6212,4614850
1213,6212,4527660,6212,4615660
1213,6212,4528660,6212,4616660
1213,6212,4529660,6212,4617660
1213,6212,4530470,6212,4618470
1213,6212,4530790,6212,4618790
1213,6212,4531790,6212,4619790
1213,6212,4532790,6212,4620790
1213,6212,4534790,6212,4622790
1213,6212,4535600,6212,4623600
1213,6212,4536600,6212,4624600
1213,6212,4537600,6212,4625600
1213,6212,4538600,6212,4626600
1213,6212,4539600,6212,4627600
1213,6212,4539830,6212,4627830
1213,6212,4540830,6212,4628830
1213,6212,4541300,6212,4629300
1213,6212,4542300,6212,4630300
1213,6212,4542520,6212,4630520
1213,6212,4542520,6212,4630520
1213,6212,4543520,6212,4631520
1213,6212,4543520,6212,4631520
1213,6212,4544520,6212,4632520
1213,6212,4545520,6212,4633520
1213,6212,4545520,6212,4633520
1213,6212,4545990,6212,4633990
1213,6212,4546310,6212,4634310
1213,6212,4547310,6212,4635310
1213,6212,4548310,6212,4636310
1213,6212,4549120,6212,4637120
1213,6212,4550120,6212,4638120
1213,6212,4550350,6212,4638350
1213,6212,4550820,6212,4638820
1213,6212,4551820,6212,4639820
1213,6212,4551820,6212,4639820
1213,6212,4552290,6212,4640290
1213,6212,4552290,6212,4640290
1213,6212,4553100,6212,4641100
1213,6212,4553260,6212,4641260
1213,6212,4554260,6212,4642260
1213,6212,4554420,6212,4642420
1213,6212,4555070,6212,4643070
1213,6212,4556070,6212,4644070
1213,6212,4556880,6212,4644880
1213,6212,4557690,6212,4645690
1213,6212,4558160,6212,4646160
1213,6212,4559160,6212,4647160
1213,6212,4560160,6212,4648160
1213,6212,4561160,6212,4649160
1213,6212,4562160,6212,4650160
1213,6212,4563160,6212,4651160
1213,6212,4564160,6212,4652160
1213,6212,4565160,6212,4653160
1213,6212,4566160,6212,4654160
1213,6212,4566630,6212,4654630
1213,6212,4567630,6212,4655630
1213,6212,4568630,6212,4656630
1213,6212,4569630,6212,4657630
1213,6212,4570440,6212,4658440
1213,6212,4570670,6212,4658670
1213,6212,4571670,6212,4659670
1213,6212,4572670,6212,4660670
1213,6212,4573670,6212,4661670
1213,6212,4574150,6212,4662150
1213,6212,4575150,6212,4663150
1213,6212,4576150,6212,4664150
1213,6212,4577150,6212,4665150
1213,6212,4578150,6212,4666150
1213,6212,4579150,6212,4667150
1213,6212,4579150,6212,4667150
1213,6212,4580150,6212,4668150
1213,6212,4580150,6212,4668150
1213,6212,4581150,6212,4669150
1213,6212,4582150,6212,4670150
1213,6212,4582620,6212,4670620
1213,6212,4583620,6212,4671620
1213,6212,4583620,6212,4671620
1213,6212,4584090,6212,4672090
1213,6212,4585090,6212,4673090
1213,6212,4585410,6212,4673410
1213,6212,4586410,6212,4674410
1213,6212,4587410,6212,4675410
1213,6212,4588410,6212,4676410
1213,6212,4588410,6212,4676410
1213,6212,4589220,6212,4677220
1213,6212,4590220,6212,4678220
1213,6212,4590540,6212,4678540
1213,6212,4591540,6212,4679540
1213,6212,4592540,6212,4680540
1213,6212,4592860,6212,4680860
1213,6212,4593860,6212,4681860
1213,6212,4594510,6212,4682510
1213,6212,4595320,6212,4683320
1213,6212,4596320,6212,4684320
1213,6212,4597130,6212,4685130
1213,6212,4597940,6212,4685940
1213,6212,4598940,6212,4686940
1213,6212,4599940,6212,4687940
1213,6212,4600940,6212,4688940
1213,6212,4601940,6212,4689940
1213,6212,4602750,6212,4690750
1213,6212,4603750,6212,4691750
1213,6212,4604750,6212,4692750
1213,6212,4605750,6212,4693750
1213,6212,4606750,6212,4694750
1213,6212,4607750,6212,4695750
1213,6212,4608750,6212,4696750
1213,6212,4609560,6212,4697560
1213,6212,4610370,6212,4698370
1213,6212,4611370,6212,4699370
1213,6212,4611530,6212,4699530
1213,6212,4612530,6212,4700530
1213,6212,4613530,6212,4701530
1213,6212,4614530,6212,4702530
1213,6212,4615530,6212,4703530
1213,6212,4616340,6212,4704340
1213,6212,4617340,6212,4705340
1213,6212,4618340,6212,4706340
1213,6212,4618930,6212,4706930
1213,6212,4619930,6212,4707930
1213,6212,4620400,6212,4708400
1213,6212,4621400,6212,4709400
1213,6212,4622210,6212,4710210
1213,6212,4623210,6212,4711210
1213,6212,4624210,6212,4712210
1213,6212,4625020,6212,4713020
1213,6212,4625830,6212,4713830
1213,6212,4626640,6212,4714640
1213,6212,4627110,6212,4715110
1213,6212,4628110,6212,4716110
1213,6212,4628110,6212,4716110
1213,6212,4629110,6212,4717110
1213,6212,4633110,6212,4721110
1213,6212,4634110,6212,4722110
1213,6212,4635110,6212,4723110
1213,6212,4635580,6212,4723580
1213,6212,4636580,6212,4724580
1213,6212,4637050,6212,4725050
1213,6212,4638050,6212,4726050
1213,6212,4638860,6212,4726860
1213,6212,4639860,6212,4727860
1213,6212,4640860,6212,4728860
1213,6212,4641670,6212,4729670
1213,6212,4642150,6212,4730150
1213,6212,4642960,6212,4730960
1213,6212,4643960,6212,4731960
1213,6212,4644770,6212,4732770
1213,6212,4645770,6212,4733770
1213,6212,4645990,6212,4733990
1213,6212,4646800,6212,4734800
1213,6212,4647270,6212,4735270
1213,6212,4648270,6212,4736270
1213,6212,4649270,6212,4737270
1213,6212,4650270,6212,4738270
1213,6212,4651270,6212,4739270
1213,6212,4652270,6212,4740270
1213,6212,4652590,6212,4740590
1213,6212,4653590,6212,4741590
1213,6212,4654590,6212,4742590
1213,6212,4655400,6212,4743400
1213,6212,4656400,6212,4744400
1213,6212,4657400,6212,4745400
1213,6212,4658210,6212,4746210
1213,6212,4659210,6212,4747210
1213,6212,4659860,6212,4747860
1213,6212,4660860,6212,4748860
1213,6212,4660860,6212,4748860
1213,6212,4661450,6212,4749450
1213,6212,4661920,6212,4749920
1213,6212,4662920,6212,4750920
1213,6212,4663150,6212,4751150
1213,6212,4663960,6212,4751960
1213,6212,4664960,6212,4752960
1213,6212,4665960,6212,4753960
1213,6212,4666430,6212,4754430
1213,6212,4667240,6212,4755240
1213,6212,4668240,6212,4756240
1213,6212,4668710,6212,4756710
1213,6212,4669710,6212,4757710
1213,6212,4670710,6212,4758710
1213,6212,4671710,6212,4759710
1213,6212,4672080,6212,4760080
1213,6212,4673080,6212,4761080
1213,6212,4674080,6212,4762080
1213,6212,4675080,6212,4763080
1213,6212,4675080,6212,4763080
1213,6212,4675890,6212,4763890
1213,6212,4676890,6212,4764890
1213,6212,4677700,6212,4765700
1213,6212,4678160,6212,4766160
1213,6212,4678480,6212,4766480
1213,6212,4679290,6212,4767290
1213,6212,4680290,6212,4768290
1213,6212,4681290,6212,4769290
1213,6212,4682290,6212,4770290
1213,6212,4682760,6212,4770760
1213,6212,4683760,6212,4771760
1213,6212,4683760,6212,4771760
1213,6212,4684760,6212,4772760
1213,6212,4685570,6212,4773570
1213,6212,4685680,6212,4773680
1213,6212,4685680,6212,4773680
1213,6212,4686230,6212,4774230
1213,6212,4687230,6212,4775230
1213,6212,4688040,6212,4776040
1213,6212,4689040,6212,4777040
1213,6212,4690040,6212,4778040
1213,6212,4690510,6212,4778510
1213,6212,4691510,6212,4779510
1213,6212,4691980,6212,4779980
1213,6212,4692980,6212,4780980
1213,6212,4693140,6212,4781140
1213,6212,4694140,6212,4782140
1213,6212,4695140,6212,4783140
1213,6212,4695370,6212,4783370
1213,6212,4696370,6212,4784370
1213,6212,4696740,6212,4784740
1213,6212,4697740,6212,4785740
1213,6212,4698060,6212,4786060
1213,6212,4699060,6212,4787060
1213,6212,4700060,6212,4788060
1213,6212,4700530,6212,4788530
1213,6212,4701340,6212,4789340
1213,6212,4702150,6212,4790150
1213,6212,4702370,6212,4790370
1213,6212,4703370,6212,4791370
1213,6212,4704370,6212,4792370
1213,6212,4705020,6212,4793020
1213,6212,4706020,6212,4794020
1213,6212,4706490,6212,4794490
1213,6212,4706650,6212,4794650
1213,6212,4707650,6212,4795650
1213,6212,4708650,6212,4796650
1213,6212,4709650,6212,4797650
1213,6212,4710650,6212,4798650
1213,6212,4711650,6212,4799650
1213,6212,4712650,6212,4800650
1213,6212,4713650,6212,4801650
1213,6212,4714120,6212,4802120
1213,6212,4715120,6212,4803120
1213,6212,4716120,6212,4804120
1213,6212,4716350,6212,4804350
1213,6212,4717350,6212,4805350
1213,6212,4718350,6212,4806350
1213,6212,4719350,6212,4807350
1213,6212,4720350,6212,4808350
1213,6212,4720820,6212,4808820
1213,6212,4721630,6212,4809630
1213,6212,4722630,6212,4810630
1213,6212,4723630,6212,4811630
1213,6212,4724630,6212,4812630
1213,6212,4725630,6212,4813630
1213,6212,4726630,6212,4814630
1213,6212,4727630,6212,4815630
1213,6212,4728440,6212,4816440
1213,6212,4728440,6212,4816440
1213,6212,4729440,6212,4817440
1213,6212,4730440,6212,4818440
1213,6212,4731440,6212,4819440
1213,6212,4732440,6212,4820440
1213,6212,4732900,6212,4820900
1213,6212,4733900,6212,4821900
1213,6212,4734900,6212,4822900
1213,6212,4735710,6212,4823710
1213,6212,4736710,6212,4824710
1213,6212,4737180,6212,4825180
1213,6212,4738180,6212,4826180
1213,6212,4739180,6212,4827180
1213,6212,4739340,6212,4827340
1213,6212,4740340,6212,4828340
1213,6212,4741150,6212,4829150
1213,6212,4742150,6212,4830150
1213,6212,4743150,6212,4831150
1213,6212,4744150,6212,4832150
1213,6212,4744960,6212,4832960
1213,6212,4744960,6212,4832960
1213,6212,4745960,6212,4833960
1213,6212,4746960,6212,4834960
1213,6212,4747960,6212,4835960
1213,6212,4748960,6212,4836960
1213,6212,4749610,6212,4837610
1213,6212,4750610,6212,4838610
1213,6212,4751080,6212,4839080
1213,6212,4751560,6212,4839560
1213,6212,4752560,6212,4840560
1213,6212,4753560,6212,4841560
1213,6212,4754370,6212,4842370
1213,6212,4755370,6212,4843370
1213,6212,4756370,6212,4844370
1213,6212,4757370,6212,4845370
1213,6212,4758370,6212,4846370
1213,6212,4759370,6212,4847370
1213,6212,4759370,6212,4847370
1213,6212,4760180,6212,4848180
1213,6212,4760410,6212,4848410
1213,6212,4761220,6212,4849220
1213,6212,4762220,6212,4850220
1213,6212,4762680,6212,4850680
1213,6212,4763680,6212,4851680
1213,6212,4764680,6212,4852680
1213,6212,4765230,6212,4853230
1213,6212,4766230,6212,4854230
1213,6212,4766700,6212,4854700
1213,6212,4767020,6212,4855020
1213,6212,4768020,6212,4856020
1213,6212,4769020,6212,4857020
1213,6212,4770020,6212,4858020
1213,6212,4770830,6212,4858830
1213,6212,4771830,6212,4859830
1213,6212,4772150,6212,4860150
1213,6212,4773150,6212,4861150
1213,6212,4773150,6212,4861150
1213,6212,4773800,6212,4861800
1213,6212,4774800,6212,4862800
1213,6212,4775120,6212,4863120
1213,6212,4775280,6212,4863280
1213,6212,4775600,6212,4863600
1213,6212,4776600,6212,4864600
1213,6212,4776830,6212,4864830
1213,6212,4777300,6212,4865300
1213,6212,4777760,6212,4865760
1213,6212,4778760,6212,4866760
1213,6212,4779760,6212,4867760
1213,6212,4780570,6212,4868570
1213,6212,4781380,6212,4869380
1213,6212,4781700,6212,4869700
1213,6212,4782700,6212,4870700
1213,6212,4783700,6212,4871700
1213,6212,4784020,6212,4872020
1213,6212,4785020,6212,4873020
1213,6212,4786020,6212,4874020
1213,6212,4786180,6212,4874180
1213,6212,4786990,6212,4874990
1213,6212,4787450,6212,4875450
1213,6212,4788260,6212,4876260
1213,6212,4789070,6212,4877070
1213,6212,4790070,6212,4878070
1213,6212,4790880,6212,4878880
1213,6212,4791880,6212,4879880
1213,6212,4792880,6212,4880880
1213,6212,4792880,6212,4880880
1213,6212,4793880,6212,4881880
1213,6212,4794880,6212,4882880
1213,6212,4795690,6212,4883690
1213,6212,4796160,6212,4884160
1213,6212,4796970,6212,4884970
1213,6212,4797970,6212,4885970
1213,6212,4798290,6212,4886290
1213,6212,4798750,6212,4886750
1213,6212,4799220,6212,4887220
1213,6212,4800220,6212,4888220
1213,6212,4801220,6212,4889220
1213,6212,4802220,6212,4890220
1213,6212,4802690,6212,4890690
1213,6212,4803690,6212,4891690
1213,6212,4804690,6212,4892690
1213,6212,4805160,6212,4893160
1213,6212,4805630,6212,4893630
1213,6212,4806220,6212,4894220
1213,6212,4807220,6212,4895220
1213,6212,4807220,6212,4895220
1213,6212,4807540,6212,4895540
1213,6212,4808540,6212,4896540
1213,6212,4809540,6212,4897540
1213,6212,4810540,6212,4898540
1213,6212,4811190,6212,4899190
1213,6212,4812190,6212,4900190
1213,6212,4812510,6212,4900510
1213,6212,4813320,6212,4901320
1213,6212,4813780,6212,4901780
1213,6212,4814250,6212,4902250
1213,6212,4815250,6212,4903250
1213,6212,4815410,6212,4903410
1213,6212,4816410,6212,4904410
1213,6212,4817220,6212,4905220
1213,6212,4817220,6212,4905220
1213,6212,4818220,6212,4906220
1213,6212,4819030,6212,4907030
1213,6212,4820030,6212,4908030
1213,6212,4820840,6212,4908840
1213,6212,4821650,6212,4909650
1213,6212,4822650,6212,4910650
1213,6212,4823120,6212,4911120
1213,6212,4823590,6212,4911590
1213,6212,4824050,6212,4912050
1213,6212,4825050,6212,4913050
1213,6212,4826050,6212,4914050
1213,6212,4826860,6212,4914860
1213,6212,4826860,6212,4914860
1213,6212,4827670,6212,4915670
1213,6212,4828670,6212,4916670
1213,6212,4828890,6212,4916890
1213,6212,4829360,6212,4917360
1213,6212,4830170,6212,4918170
1213,6212,4831170,6212,4919170
1213,6212,4832170,6212,4920170
1213,6212,4833170,6212,4921170
1213,6212,4834170,6212,4922170
1213,6212,4835170,6212,4923170
1213,6212,4836170,6212,4924170
1213,6212,4836820,6212,4924820
1213,6212,4837290,6212,4925290
1213,6212,4838290,6212,4926290
1213,6212,4839290,6212,4927290
1213,6212,4840290,6212,4928290
1213,6212,4841290,6212,4929290
1213,6212,4842290,6212,4930290
1213,6212,4843290,6212,4931290
1213,6212,4843760,6212,4931760
1213,6212,4844760,6212,4932760
1213,6212,4845230,6212,4933230
1213,6212,4846230,6212,4934230
1213,6212,4847230,6212,4935230
1213,6212,4848230,6212,4936230
1213,6212,4849230,6212,4937230
1213,6212,4850230,6212,4938230
1213,6212,4851230,6212,4939230
1213,6212,4851700,6212,4939700
1213,6212,4852700,6212,4940700
1213,6212,4853700,6212,4941700
1213,6212,4854700,6212,4942700
1213,6212,4855700,6212,4943700
1213,6212,4856700,6212,4944700
1213,6212,4856930,6212,4944930
1213,6212,4857930,6212,4945930
1213,6212,4858400,6212,4946400
1213,6212,4858560,6212,4946560
1213,6212,4859560,6212,4947560
1213,6212,4859560,6212,4947560
1213,6212,4860560,6212,4948560
1213,6212,4861560,6212,4949560
1213,6212,4862110,6212,4950110
1213,6212,4863110,6212,4951110
1213,6212,4863920,6212,4951920
1213,6212,4864920,6212,4952920
1213,6212,4865920,6212,4953920
1213,6212,4866390,6212,4954390
1213,6212,4866660,6212,4954660
1213,6212,4867660,6212,4955660
1213,6212,4868660,6212,4956660
1213,6212,4869470,6212,4957470
1213,6212,4870470,6212,4958470
1213,6212,4870790,6212,4958790
1213,6212,4871790,6212,4959790
1213,6212,4872440,6212,4960440
1213,6212,4873250,6212,4961250
1213,6212,4874060,6212,4962060
1213,6212,4874870,6212,4962870
1213,6212,4874870,6212,4962870
1213,6212,4875870,6212,4963870
1213,6212,4876680,6212,4964680
1213,6212,4877490,6212,4965490
1213,6212,4878080,6212,4966080
1213,6212,4879080,6212,4967080
1213,6212,4879540,6212,4967540
1213,6212,4880540,6212,4968540
1213,6212,4881010,6212,4969010
1213,6212,4881240,6212,4969240
1213,6212,4882240,6212,4970240
1213,6212,4883240,6212,4971240
1213,6212,4883400,6212,4971400
1213,6212,4883870,6212,4971870
1213,6212,4884340,6212,4972340
1213,6212,4885340,6212,4973340
1213,6212,4886150,6212,4974150
1213,6212,4887150,6212,4975150
1213,6212,4888150,6212,4976150
1213,6212,4888620,6212,4976620
1213,6212,4889620,6212,4977620
1213,6212,4889850,6212,4977850
1213,6212,4890850,6212,4978850
1213,6212,4891320,6212,4979320
1213,6212,4892320,6212,4980320
1213,6212,4893130,6212,4981130
1213,6212,4894130,6212,4982130
1213,6212,4895130,6212,4983130
1213,6212,4896130,6212,4984130
1213,6212,4896130,6212,4984130
1213,6212,4896600,6212,4984600
1213,6212,4897600,6212,4985600
1213,6212,4898410,6212,4986410
1213,6212,4898880,6212,4986880
1213,6212,4898880,6212,4986880
1213,6212,4899690,6212,4987690
1213,6212,4899690,6212,4987690
1213,6212,4899850,6212,4987850
1213,6212,4900320,6212,4988320
1213,6212,4901320,6212,4989320
1213,6212,4901790,6212,4989790
1213,6212,4902600,6212,4990600
1213,6212,4903600,6212,4991600
1213,6212,4904070,6212,4992070
1213,6212,4904880,6212,4992880
1213,6212,4905880,6212,4993880
1213,6212,4906880,6212,4994880
1213,6212,4907880,6212,4995880
1213,6212,4908880,6212,4996880
1213,6212,4909880,6212,4997880
1213,6212,4910430,6212,4998430
1213,6212,4910430,6212,4998430
1213,6212,4911430,6212,4999430
1213,6212,4911800,6212,4999800
1213,6212,4912350,6212,5000350
1213,6212,4913350,6212,5001350
1213,6212,4914350,6212,5002350
1213,6212,4915350,6212,5003350
1213,6212,4916350,6212,5004350
1213,6212,4917350,6212,5005350
1213,6212,4917670,6212,5005670
1213,6212,4918670,6212,5006670
1213,6212,4919670,6212,5007670
1213,6212,4920670,6212,5008670
1213,6212,4921130,6212,5009130
1213,6212,4921940,6212,5009940
1213,6212,4922940,6212,5010940
1213,6212,4923940,6212,5011940
1213,6212,4924940,6212,5012940
1213,6212,4925940,6212,5013940
1213,6212,4926940,6212,5014940
1213,6212,4926940,6212,5014940
1213,6212,4927750,6212,5015750
1213,6212,4928750,6212,5016750
1213,6212,4929750,6212,5017750
1213,6212,4930750,6212,5018750
1213,6212,4931750,6212,5019750
1213,6212,4932560,6212,5020560
1213,6212,4933560,6212,5021560
