ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
984,5044,1467810,6212,1467810
985,5046,1468360,6212,1468360
985,5046,1469360,6212,1469360
985,5046,1470170,6212,1470170
986,5054,1471170,6212,1471170
986,5054,1472170,6212,1472170
986,5054,1472980,6212,1472980
986,5054,1473450,6212,1473450
986,5054,1473920,6212,1473920
986,5054,1474730,6212,1474730
986,5054,1475210,6212,1475210
986,5054,1476210,6212,1476210
986,5054,1477210,6212,1477210
986,5054,1477680,6212,1477680
986,5054,1478680,6212,1478680
986,5054,1479680,6212,1479680
986,5054,1480680,6212,1480680
986,5054,1481680,6212,1481680
986,5054,1482680,6212,1482680
986,5054,1483680,6212,1483680
986,5054,1484050,6212,1484050
986,5054,1484520,6212,1484520
986,5054,1484520,6212,1484520
986,5054,1485520,6212,1485520
986,5054,1485740,6212,1485740
986,5054,1486740,6212,1486740
986,5054,1487740,6212,1487740
987,5062,1487740,6212,1487740
987,5062,1488060,6212,1488060
987,5062,1488530,6212,1488530
988,5070,1489530,6212,1489530
988,5070,1490530,6212,1490530
988,5070,1491010,6212,1491010
988,5070,1491600,6212,1491600
988,5070,1492410,6212,1492410
988,5070,1493220,6212,1493220
988,5070,1494220,6212,1494220
988,5070,1495220,6212,1495220
988,5070,1496220,6212,1496220
988,5070,1496870,6212,1496870
988,5070,1497340,6212,1497340
988,5070,1498340,6212,1498340
988,5070,1498930,6212,1498930
988,5070,1499250,6212,1499250
988,5070,1500250,6212,1500250
988,5070,1501250,6212,1501250
988,5070,1502250,6212,1502250
988,5070,1503250,6212,1503250
988,5070,1504060,6212,1504060
989,5078,1504870,6212,1504870
989,5078,1505340,6212,1505340
989,5078,1506340,6212,1506340
989,5078,1507340,6212,1507340
989,5078,1508340,6212,1508340
989,5078,1509340,6212,1509340
989,5078,1510340,6212,1510340
989,5078,1511340,6212,1511340
990,5086,1519340,6212,1519340
990,5086,1520340,6212,1520340
990,5086,1521340,6212,1521340
990,5086,1522150,6212,1522150
990,5086,1523150,6212,1523150
990,5086,1523960,6212,1523960
991,5088,1524770,6212,1524770
991,5088,1525240,6212,1525240
991,5088,1525240,6212,1525240
992,5096,1526240,6212,1526240
992,5096,1527240,6212,1527240
992,5096,1527470,6212,1527470
992,5096,1528470,6212,1528470
992,5096,1529470,6212,1529470
992,5096,1530280,6212,1530280
993,5098,1531280,6212,1531280
993,5098,1532280,6212,1532280
994,5100,1533280,6212,1533280
994,5100,1534280,6212,1534280
994,5100,1534500,6212,1534500
995,5108,1535150,6212,1535150
995,5108,1536150,6212,1536150
995,5108,1537150,6212,1537150
996,5116,1538150,6212,1538150
997,5118,1539150,6212,1539150
997,5118,1540150,6212,1540150
998,5126,1540150,6212,1540150
998,5126,1541150,6212,1541150
998,5126,1542150,6212,1542150
998,5126,1542960,6212,1542960
998,5126,1543960,6212,1543960
999,5128,1544960,6212,1544960
999,5128,1545770,6212,1545770
999,5128,1546770,6212,1546770
1000,5129,1547770,6212,1547770
1000,5129,1548770,6212,1548770
1000,5129,1549770,6212,1549770
1000,5129,1550580,6212,1550580
1000,5129,1551040,6212,1551040
1001,5133,1552040,6212,1552040
1002,5141,1553040,6212,1553040
1002,5141,1553850,6212,1553850
1002,5141,1554320,6212,1554320
1002,5141,1555320,6212,1555320
1002,5141,1555790,6212,1555790
1002,5141,1556790,6212,1556790
1003,5143,1557790,6212,1557790
1003,5143,1558790,6212,1558790
1003,5143,1559440,6212,1559440
1004,5145,1560440,6212,1560440
1005,5153,1561440,6212,1561440
1005,5153,1562250,6212,1562250
1006,5155,1563250,6212,1563250
1006,5155,1564250,6212,1564250
1006,5155,1564900,6212,1564900
1006,5155,1565900,6212,1565900
1006,5155,1566130,6212,1566130
1006,5155,1567130,6212,1567130
1006,5155,1567130,6212,1567130
1006,5155,1567940,6212,1567940
1006,5155,1568940,6212,1568940
1006,5155,1569400,6212,1569400
1006,5155,1570210,6212,1570210
1006,5155,1571210,6212,1571210
1006,5155,1572210,6212,1572210
1007,5157,1573210,6212,1573210
1008,5165,1574210,6212,1574210
1008,5165,1575210,6212,1575210
1008,5165,1576210,6212,1576210
1008,5165,1577210,6212,1577210
1008,5165,1577530,6212,1577530
1008,5165,1578530,6212,1578530
1009,5167,1578530,6212,1578530
1009,5167,1579530,6212,1579530
1009,5167,1580340,6212,1580340
1009,5167,1581340,6212,1581340
1010,5175,1582340,6212,1582340
1010,5175,1582340,6212,1582340
1010,5175,1582660,6212,1582660
1010,5175,1583130,6212,1583130
1010,5175,1583450,6212,1583450
1010,5175,1584450,6212,1584450
1010,5175,1585450,6212,1585450
1010,5175,1586450,6212,1586450
1011,5183,1587450,6212,1587450
1011,5183,1588100,6212,1588100
1011,5183,1588420,6212,1588420
1011,5183,1589420,6212,1589420
1011,5183,1590420,6212,1590420
1012,5185,1591420,6212,1591420
1012,5185,1592420,6212,1592420
1012,5185,1593420,6212,1593420
1012,5185,1594230,6212,1594230
1012,5185,1594450,6212,1594450
1012,5185,1595260,6212,1595260
1013,5193,1595910,6212,1595910
1013,5193,1596720,6212,1596720
1013,5193,1596770,6212,1596770
1013,5193,1597770,6212,1597770
1014,5201,1598770,6212,1598770
1014,5201,1599240,6212,1599240
1015,5203,1600240,6212,1600240
1015,5203,1600560,6212,1600560
1015,5203,1600560,6212,1600560
1016,5211,1601560,6212,1601560
1016,5211,1602030,6212,1602030
1016,5211,1602030,6212,1602030
1016,5211,1602500,6212,1602500
1017,5213,1603500,6212,1603500
1017,5213,1603970,6212,1603970
1017,5213,1604970,6212,1604970
1017,5213,1605970,6212,1605970
1018,5221,1606970,6212,1606970
1018,5221,1607780,6212,1607780
1018,5221,1608780,6212,1608780
1019,5229,1609010,6212,1609010
1019,5229,1610010,6212,1610010
1019,5229,1611010,6212,1611010
1019,5229,1611480,6212,1611480
1020,5237,1611950,6212,1611950
1020,5237,1612180,6212,1612180
1020,5237,1612650,6212,1612650
1020,5237,1613120,6212,1613120
1021,5239,1614120,6212,1614120
1022,5247,1615120,6212,1615120
1022,5247,1616120,6212,1616120
1022,5247,1616280,6212,1616280
1022,5247,1617090,6212,1617090
1022,5247,1618090,6212,1618090
1022,5247,1619090,6212,1619090
1022,5247,1620090,6212,1620090
1022,5247,1621090,6212,1621090
1022,5247,1621560,6212,1621560
1022,5247,1622560,6212,1622560
1022,5247,1623030,6212,1623030
1023,5255,1623500,6212,1623500
1023,5255,1624150,6212,1624150
1023,5255,1624960,6212,1624960
1023,5255,1625960,6212,1625960
1024,5263,1626960,6212,1626960
1024,5263,1627960,6212,1627960
1025,5265,1628960,6212,1628960
1025,5265,1629430,6212,1629430
1025,5265,1630240,6212,1630240
1025,5265,1630700,6212,1630700
1025,5265,1631510,6212,1631510
1025,5265,1632510,6212,1632510
1025,5265,1633510,6212,1633510
1025,5265,1634510,6212,1634510
1025,5265,1635510,6212,1635510
1026,5273,1635510,6212,1635510
1026,5273,1635980,6212,1635980
1026,5273,1636980,6212,1636980
1026,5273,1637980,6212,1637980
1026,5273,1638980,6212,1638980
1026,5273,1639790,6212,1639790
1026,5273,1640260,6212,1640260
1026,5273,1641070,6212,1641070
1026,5273,1642070,6212,1642070
1026,5273,1642180,6212,1642180
1026,5273,1642650,6212,1642650
1026,5273,1643650,6212,1643650
1026,5273,1644120,6212,1644120
1026,5273,1644580,6212,1644580
1026,5273,1645580,6212,1645580
1026,5273,1646580,6212,1646580
1026,5273,1647390,6212,1647390
1027,5275,1647710,6212,1647710
1028,5283,1648710,6212,1648710
1028,5283,1649710,6212,1649710
1028,5283,1650710,6212,1650710
1028,5283,1651710,6212,1651710
1028,5283,1652710,6212,1652710
1028,5283,1653180,6212,1653180
1028,5283,1654180,6212,1654180
1028,5283,1654500,6212,1654500
1029,5291,1655310,6212,1655310
1030,5293,1656310,6212,1656310
1031,5295,1656780,6212,1656780
1031,5295,1657590,6212,1657590
1031,5295,1658590,6212,1658590
1031,5295,1658820,6212,1658820
1032,5303,1659820,6212,1659820
1032,5303,1660820,6212,1660820
1032,5303,1661470,6212,1661470
1032,5303,1662470,6212,1662470
1033,5311,1663470,6212,1663470
1033,5311,1664470,6212,1664470
1033,5311,1665470,6212,1665470
1033,5311,1665940,6212,1665940
1033,5311,1665940,6212,1665940
1033,5311,1666750,6212,1666750
1034,5319,1674750,6212,1674750
1034,5319,1675220,6212,1675220
1034,5319,1676220,6212,1676220
1034,5319,1676220,6212,1676220
1034,5319,1677220,6212,1677220
1034,5319,1678220,6212,1678220
1034,5319,1679220,6212,1679220
1034,5319,1679440,6212,1679440
1034,5319,1680440,6212,1680440
1035,5327,1681440,6212,1681440
1035,5327,1682440,6212,1682440
1035,5327,1683440,6212,1683440
1035,5327,1684440,6212,1684440
1036,5331,1684900,6212,1684900
1036,5331,1685370,6212,1685370
1036,5331,1686180,6212,1686180
1036,5331,1687180,6212,1687180
1037,5339,1688180,6212,1688180
1038,5341,1688990,6212,1688990
1038,5341,1689460,6212,1689460
1038,5341,1690460,6212,1690460
1038,5341,1690930,6212,1690930
1038,5341,1691740,6212,1691740
1038,5341,1693740,6212,1693740
1039,5345,1694740,6212,1694740
1039,5345,1695060,6212,1695060
1039,5345,1695870,6212,1695870
1039,5345,1696680,6212,1696680
1039,5345,1696680,6212,1696680
1039,5345,1696680,6212,1696680
1039,5345,1697490,6212,1697490
1039,5345,1697490,6212,1697490
1039,5345,1697960,6212,1697960
1040,5347,1698960,6212,1698960
1041,5355,1698960,6212,1698960
1041,5355,1699430,6212,1699430
1041,5355,1699900,6212,1699900
1041,5355,1700900,6212,1700900
1041,5355,1701900,6212,1701900
1042,5357,1702900,6212,1702900
1043,5365,1702900,6212,1702900
1043,5365,1703710,6212,1703710
1043,5365,1704030,6212,1704030
1043,5365,1705030,6212,1705030
1043,5365,1706030,6212,1706030
1044,5373,1707030,6212,1707030
1044,5373,1707840,6212,1707840
1044,5373,1708840,6212,1708840
1044,5373,1709840,6212,1709840
1044,5373,1710320,6212,1710320
1044,5373,1711320,6212,1711320
1044,5373,1712130,6212,1712130
1044,5373,1712940,6212,1712940
1044,5373,1713750,6212,1713750
1045,5375,1714750,6212,1714750
1045,5375,1715400,6212,1715400
1046,5383,1715630,6212,1715630
1046,5383,1715950,6212,1715950
1047,5391,1716760,6212,1716760
1047,5391,1717760,6212,1717760
1047,5391,1718760,6212,1718760
1047,5391,1719130,6212,1719130
1047,5391,1720130,6212,1720130
1047,5391,1720130,6212,1720130
1047,5391,1721130,6212,1721130
1048,5399,1722130,6212,1722130
1048,5399,1722360,6212,1722360
1048,5399,1722680,6212,1722680
1048,5399,1723270,6212,1723270
1048,5399,1723590,6212,1723590
1049,5407,1724590,6212,1724590
1050,5409,1725590,6212,1725590
1051,5417,1726400,6212,1726400
1052,5425,1727210,6212,1727210
1052,5425,1727680,6212,1727680
1052,5425,1728680,6212,1728680
1053,5433,1728680,6212,1728680
1053,5433,1729490,6212,1729490
1053,5433,1730490,6212,1730490
1053,5433,1731300,6212,1731300
1053,5433,1732300,6212,1732300
1054,5441,1733300,6212,1733300
1054,5441,1734300,6212,1734300
1054,5441,1735300,6212,1735300
1055,5449,1736300,6212,1736300
1055,5449,1737110,6212,1737110
1055,5449,1737920,6212,1737920
1055,5449,1738380,6212,1738380
1055,5449,1739380,6212,1739380
1055,5449,1739610,6212,1739610
1055,5449,1740070,6212,1740070
1055,5449,1740540,6212,1740540
1056,5451,1741130,6212,1741130
1056,5451,1742130,6212,1742130
1056,5451,1742600,6212,1742600
1056,5451,1743600,6212,1743600
1056,5451,1744600,6212,1744600
1056,5451,1745600,6212,1745600
1056,5451,1746070,6212,1746070
1056,5451,1747070,6212,1747070
1056,5451,1748070,6212,1748070
1057,5459,1748390,6212,1748390
1057,5459,1749390,6212,1749390
1057,5459,1750390,6212,1750390
1057,5459,1751390,6212,1751390
1057,5459,1752390,6212,1752390
1057,5459,1753390,6212,1753390
1057,5459,1754390,6212,1754390
1057,5459,1754390,6212,1754390
1057,5459,1755040,6212,1755040
1057,5459,1755690,6212,1755690
1057,5459,1756690,6212,1756690
1057,5459,1757690,6212,1757690
1057,5459,1758690,6212,1758690
1057,5459,1759690,6212,1759690
1057,5459,1760340,6212,1760340
1057,5459,1761340,6212,1761340
1057,5459,1761660,6212,1761660
1057,5459,1762660,6212,1762660
1057,5459,1763660,6212,1763660
1058,5461,1764470,6212,1764470
1058,5461,1765470,6212,1765470
1059,5469,1765930,6212,1765930
1059,5469,1766250,6212,1766250
1060,5477,1767250,6212,1767250
1060,5477,1768250,6212,1768250
1060,5477,1769250,6212,1769250
1060,5477,1769900,6212,1769900
1060,5477,1770060,6212,1770060
1060,5477,1770520,6212,1770520
1061,5479,1770520,6212,1770520
1061,5479,1771520,6212,1771520
1061,5479,1772520,6212,1772520
1062,5481,1773520,6212,1773520
1062,5481,1774330,6212,1774330
1062,5481,1775140,6212,1775140
1062,5481,1776140,6212,1776140
1062,5481,1776610,6212,1776610
1062,5481,1777610,6212,1777610
1062,5481,1778610,6212,1778610
1062,5481,1779610,6212,1779610
1063,5483,1779610,6212,1779610
1063,5483,1780610,6212,1780610
1063,5483,1781610,6212,1781610
1063,5483,1782080,6212,1782080
1063,5483,1782400,6212,1782400
1063,5483,1783400,6212,1783400
1063,5483,1784400,6212,1784400
1063,5483,1785050,6212,1785050
1063,5483,1786050,6212,1786050
1063,5483,1787050,6212,1787050
1063,5483,1787860,6212,1787860
1063,5483,1788180,6212,1788180
1063,5483,1788650,6212,1788650
1064,5491,1789650,6212,1789650
1064,5491,1790650,6212,1790650
1065,5493,1791460,6212,1791460
1066,5501,1791570,6212,1791570
1067,5503,1792220,6212,1792220
1067,5503,1793220,6212,1793220
1067,5503,1794030,6212,1794030
1067,5503,1795030,6212,1795030
1067,5503,1795500,6212,1795500
1067,5503,1796500,6212,1796500
1067,5503,1796820,6212,1796820
1067,5503,1797820,6212,1797820
1067,5503,1798820,6212,1798820
1067,5503,1799820,6212,1799820
1067,5503,1800820,6212,1800820
1068,5511,1801820,6212,1801820
1068,5511,1802630,6212,1802630
1068,5511,1802630,6212,1802630
1069,5519,1803630,6212,1803630
1069,5519,1804630,6212,1804630
1069,5519,1805630,6212,1805630
1069,5519,1806630,6212,1806630
1069,5519,1807100,6212,1807100
1070,5527,1808100,6212,1808100
1070,5527,1809100,6212,1809100
1071,5528,1809100,6212,1809100
1071,5528,1810100,6212,1810100
1072,5536,1810910,6212,1810910
1072,5536,1811910,6212,1811910
1072,5536,1812560,6212,1812560
1073,5538,1812790,6212,1812790
1073,5538,1813600,6212,1813600
1073,5538,1814600,6212,1814600
1073,5538,1815600,6212,1815600
1073,5538,1816150,6212,1816150
1073,5538,1817150,6212,1817150
1073,5538,1817520,6212,1817520
1073,5538,1818330,6212,1818330
1073,5538,1819140,6212,1819140
1073,5538,1819300,6212,1819300
1073,5538,1820300,6212,1820300
1074,5546,1828300,6212,1828300
1074,5546,1829110,6212,1829110
1074,5546,1830110,6212,1830110
1074,5546,1831110,6212,1831110
1074,5546,1832110,6212,1832110
1074,5546,1833110,6212,1833110
1074,5546,1833580,6212,1833580
1075,5554,1834580,6212,1834580
1076,5562,1835580,6212,1835580
1076,5562,1836130,6212,1836130
1076,5562,1837130,6212,1837130
1076,5562,1837780,6212,1837780
1076,5562,1838100,6212,1838100
1076,5562,1839100,6212,1839100
1076,5562,1840100,6212,1840100
1076,5562,1841100,6212,1841100
1077,5564,1841570,6212,1841570
1077,5564,1842040,6212,1842040
1077,5564,1842850,6212,1842850
1078,5566,1843850,6212,1843850
1078,5566,1844850,6212,1844850
1079,5574,1845850,6212,1845850
1079,5574,1846850,6212,1846850
1079,5574,1847850,6212,1847850
1079,5574,1848660,6212,1848660
1080,5582,1849660,6212,1849660
1080,5582,1850130,6212,1850130
1080,5582,1850600,6212,1850600
1080,5582,1851600,6212,1851600
1080,5582,1852600,6212,1852600
1080,5582,1853600,6212,1853600
1080,5582,1854600,6212,1854600
1080,5582,1854820,6212,1854820
1080,5582,1854820,6212,1854820
1080,5582,1855820,6212,1855820
1080,5582,1856140,6212,1856140
1080,5582,1856140,6212,1856140
1080,5582,1856140,6212,1856140
1080,5582,1857140,6212,1857140
1081,5586,1858140,6212,1858140
1081,5586,1859140,6212,1859140
1081,5586,1860140,6212,1860140
1081,5586,1861140,6212,1861140
1081,5586,1862140,6212,1862140
1081,5586,1863140,6212,1863140
1082,5588,1864140,6212,1864140
1082,5588,1865140,6212,1865140
1082,5588,1865790,6212,1865790
1082,5588,1866790,6212,1866790
1082,5588,1867790,6212,1867790
1082,5588,1868600,6212,1868600
1082,5588,1869600,6212,1869600
1082,5588,1870600,6212,1870600
1082,5588,1871600,6212,1871600
1082,5588,1872600,6212,1872600
1082,5588,1872600,6212,1872600
1082,5588,1873600,6212,1873600
1082,5588,1874410,6212,1874410
1082,5588,1874410,6212,1874410
1082,5588,1875410,6212,1875410
1082,5588,1876410,6212,1876410
1083,5596,1876880,6212,1876880
1083,5596,1877880,6212,1877880
1083,5596,1878880,6212,1878880
1083,5596,1879880,6212,1879880
1084,5598,1880880,6212,1880880
1084,5598,1881880,6212,1881880
1085,5606,1882530,6212,1882530
1085,5606,1883000,6212,1883000
1085,5606,1883810,6212,1883810
1085,5606,1884620,6212,1884620
1085,5606,1884990,6212,1884990
1085,5606,1885990,6212,1885990
1085,5606,1886450,6212,1886450
1085,5606,1887100,6212,1887100
1085,5606,1888100,6212,1888100
1086,5608,1888910,6212,1888910
1086,5608,1889910,6212,1889910
1086,5608,1890910,6212,1890910
1086,5608,1891910,6212,1891910
1086,5608,1892910,6212,1892910
1086,5608,1893380,6212,1893380
1086,5608,1893380,6212,1893380
1086,5608,1894380,6212,1894380
1087,5610,1895190,6212,1895190
1087,5610,1896190,6212,1896190
1087,5610,1896190,6212,1896190
1087,5610,1897190,6212,1897190
1087,5610,1898000,6212,1898000
1087,5610,1898810,6212,1898810
1087,5610,1899810,6212,1899810
1087,5610,1900810,6212,1900810
1087,5610,1901130,6212,1901130
1087,5610,1902130,6212,1902130
1087,5610,1903130,6212,1903130
1087,5610,1903940,6212,1903940
1087,5610,1904940,6212,1904940
1087,5610,1905940,6212,1905940
1088,5612,1906940,6212,1906940
1088,5612,1907260,6212,1907260
1088,5612,1908070,6212,1908070
1088,5612,1909070,6212,1909070
1089,5614,1909390,6212,1909390
1089,5614,1910200,6212,1910200
1089,5614,1911010,6212,1911010
1089,5614,1912010,6212,1912010
1089,5614,1912240,6212,1912240
1090,5616,1914240,6212,1914240
1090,5616,1915240,6212,1915240
1090,5616,1916240,6212,1916240
1090,5616,1917240,6212,1917240
1090,5616,1917470,6212,1917470
1090,5616,1917630,6212,1917630
1090,5616,1918630,6212,1918630
1090,5616,1919630,6212,1919630
1090,5616,1920100,6212,1920100
1090,5616,1921100,6212,1921100
1091,5618,1922100,6212,1922100
1091,5618,1922320,6212,1922320
1091,5618,1923320,6212,1923320
1091,5618,1924320,6212,1924320
1091,5618,1925320,6212,1925320
1091,5618,1925790,6212,1925790
1091,5618,1926440,6212,1926440
1091,5618,1926660,6212,1926660
1091,5618,1927660,6212,1927660
1091,5618,1928130,6212,1928130
1091,5618,1929130,6212,1929130
1091,5618,1929780,6212,1929780
1091,5618,1930780,6212,1930780
1091,5618,1931780,6212,1931780
1091,5618,1932250,6212,1932250
1091,5618,1933060,6212,1933060
1092,5619,1934060,6212,1934060
1092,5619,1935060,6212,1935060
1093,5623,1935710,6212,1935710
1093,5623,1936520,6212,1936520
1093,5623,1937330,6212,1937330
1093,5623,1938330,6212,1938330
1093,5623,1939330,6212,1939330
1093,5623,1940330,6212,1940330
1093,5623,1940980,6212,1940980
1093,5623,1940980,6212,1940980
1093,5623,1941790,6212,1941790
1093,5623,1942790,6212,1942790
1093,5623,1943600,6212,1943600
1093,5623,1944410,6212,1944410
1093,5623,1944410,6212,1944410
1093,5623,1945220,6212,1945220
1093,5623,1946220,6212,1946220
1093,5623,1947220,6212,1947220
1093,5623,1948030,6212,1948030
1093,5623,1949030,6212,1949030
1093,5623,1949190,6212,1949190
1093,5623,1950190,6212,1950190
1094,5631,1951190,6212,1951190
1094,5631,1952190,6212,1952190
1094,5631,1953190,6212,1953190
1094,5631,1953510,6212,1953510
1095,5639,1954320,6212,1954320
1095,5639,1955320,6212,1955320
1095,5639,1956130,6212,1956130
1095,5639,1957130,6212,1957130
1095,5639,1957500,6212,1957500
1095,5639,1958500,6212,1958500
1095,5639,1959500,6212,1959500
1095,5639,1960090,6212,1960090
1095,5639,1961090,6212,1961090
1095,5639,1962090,6212,1962090
1095,5639,1962410,6212,1962410
1095,5639,1963410,6212,1963410
1095,5639,1964060,6212,1964060
1095,5639,1964530,6212,1964530
1095,5639,1964530,6212,1964530
1095,5639,1965340,6212,1965340
1095,5639,1966340,6212,1966340
1095,5639,1967340,6212,1967340
1095,5639,1968340,6212,1968340
1095,5639,1968800,6212,1968800
1095,5639,1969800,6212,1969800
1095,5639,1969800,6212,1969800
1096,5643,1970610,6212,1970610
1096,5643,1970610,6212,1970610
1096,5643,1971610,6212,1971610
1097,5645,1972420,6212,1972420
1097,5645,1972880,6212,1972880
1097,5645,1973530,6212,1973530
1097,5645,1974530,6212,1974530
1097,5645,1975530,6212,1975530
1097,5645,1975850,6212,1975850
1097,5645,1976660,6212,1976660
1097,5645,1977660,6212,1977660
1097,5645,1978660,6212,1978660
1098,5647,1979470,6212,1979470
1098,5647,1980470,6212,1980470
1099,5649,1981280,6212,1981280
1099,5649,1982280,6212,1982280
1099,5649,1983280,6212,1983280
1099,5649,1983750,6212,1983750
1099,5649,1983750,6212,1983750
1099,5649,1984070,6212,1984070
1099,5649,1985070,6212,1985070
1099,5649,1986070,6212,1986070
1099,5649,1986880,6212,1986880
1099,5649,1987880,6212,1987880
1099,5649,1988690,6212,1988690
1099,5649,1989500,6212,1989500
1100,5651,1989970,6212,1989970
1100,5651,1990970,6212,1990970
1100,5651,1991970,6212,1991970
1100,5651,1992620,6212,1992620
1100,5651,1993170,6212,1993170
1100,5651,1993980,6212,1993980
1100,5651,1994980,6212,1994980
1101,5653,1995980,6212,1995980
1101,5653,1996980,6212,1996980
1101,5653,1997450,6212,1997450
1101,5653,1997920,6212,1997920
1101,5653,1998920,6212,1998920
1101,5653,1999730,6212,1999730
1101,5653,2000200,6212,2000200
1101,5653,2001200,6212,2001200
1101,5653,2002200,6212,2002200
1101,5653,2002670,6212,2002670
1101,5653,2002990,6212,2002990
1101,5653,2003990,6212,2003990
1101,5653,2004460,6212,2004460
1102,5661,2004460,6212,2004460
1102,5661,2005460,6212,2005460
1102,5661,2005930,6212,2005930
1102,5661,2006160,6212,2006160
1102,5661,2006710,6212,2006710
1102,5661,2007710,6212,2007710
1102,5661,2008710,6212,2008710
1102,5661,2009180,6212,2009180
1102,5661,2009400,6212,2009400
1102,5661,2010400,6212,2010400
1102,5661,2011400,6212,2011400
1103,5669,2012400,6212,2012400
1103,5669,2012870,6212,2012870
1103,5669,2013190,6212,2013190
1104,5677,2014190,6212,2014190
1104,5677,2015190,6212,2015190
1104,5677,2015510,6212,2015510
1104,5677,2016510,6212,2016510
1104,5677,2017510,6212,2017510
1104,5677,2018510,6212,2018510
1104,5677,2019320,6212,2019320
1104,5677,2019320,6212,2019320
1104,5677,2019970,6212,2019970
1104,5677,2020780,6212,2020780
1104,5677,2021100,6212,2021100
1104,5677,2021420,6212,2021420
1104,5677,2022230,6212,2022230
1104,5677,2023040,6212,2023040
1105,5679,2024040,6212,2024040
1105,5679,2025040,6212,2025040
1105,5679,2025590,6212,2025590
1105,5679,2026590,6212,2026590
1106,5687,2027590,6212,2027590
1106,5687,2028590,6212,2028590
1106,5687,2029590,6212,2029590
1106,5687,2030240,6212,2030240
1107,5689,2031240,6212,2031240
1107,5689,2032240,6212,2032240
1107,5689,2033240,6212,2033240
1107,5689,2033470,6212,2033470
1107,5689,2033940,6212,2033940
1107,5689,2034940,6212,2034940
1107,5689,2035750,6212,2035750
1107,5689,2035980,6212,2035980
1107,5689,2036980,6212,2036980
1107,5689,2037790,6212,2037790
1108,5697,2038790,6212,2038790
1108,5697,2039790,6212,2039790
1108,5697,2040790,6212,2040790
1109,5699,2041790,6212,2041790
1109,5699,2042790,6212,2042790
1109,5699,2043790,6212,2043790
1109,5699,2044790,6212,2044790
1109,5699,2045790,6212,2045790
1109,5699,2046250,6212,2046250
1109,5699,2046900,6212,2046900
1110,5707,2047900,6212,2047900
1111,5715,2048370,6212,2048370
1111,5715,2048420,6212,2048420
1111,5715,2048890,6212,2048890
1112,5723,2049210,6212,2049210
1112,5723,2050210,6212,2050210
1112,5723,2051210,6212,2051210
1112,5723,2051860,6212,2051860
1113,5731,2052860,6212,2052860
1113,5731,2053180,6212,2053180
1114,5733,2054180,6212,2054180
1114,5733,2054990,6212,2054990
1114,5733,2055990,6212,2055990
1114,5733,2056640,6212,2056640
1114,5733,2057450,6212,2057450
1114,5733,2058100,6212,2058100
1114,5733,2059100,6212,2059100
1114,5733,2059690,6212,2059690
1114,5733,2060040,6212,2060040
1114,5733,2060850,6212,2060850
1114,5733,2061850,6212,2061850
1114,5733,2062080,6212,2062080
1114,5733,2062730,6212,2062730
1114,5733,2063540,6212,2063540
1115,5735,2064540,6212,2064540
1116,5743,2072540,6212,2072540
1116,5743,2072770,6212,2072770
1116,5743,2073000,6212,2073000
1116,5743,2073590,6212,2073590
1117,5747,2074590,6212,2074590
1117,5747,2075590,6212,2075590
1118,5755,2076400,6212,2076400
1119,5759,2077400,6212,2077400
1119,5759,2078210,6212,2078210
1119,5759,2079210,6212,2079210
1119,5759,2080210,6212,2080210
1119,5759,2081210,6212,2081210
1119,5759,2082210,6212,2082210
1119,5759,2083020,6212,2083020
1119,5759,2084020,6212,2084020
1119,5759,2085020,6212,2085020
1119,5759,2085480,6212,2085480
1119,5759,2086130,6212,2086130
1119,5759,2087130,6212,2087130
1119,5759,2087600,6212,2087600
1119,5759,2088600,6212,2088600
1119,5759,2089600,6212,2089600
1120,5767,2090600,6212,2090600
1120,5767,2091600,6212,2091600
1120,5767,2092190,6212,2092190
1120,5767,2093000,6212,2093000
1120,5767,2093000,6212,2093000
1120,5767,2094000,6212,2094000
1120,5767,2095000,6212,2095000
1120,5767,2096000,6212,2096000
1120,5767,2097000,6212,2097000
1120,5767,2098000,6212,2098000
1120,5767,2099000,6212,2099000
1120,5767,2099810,6212,2099810
1120,5767,2100810,6212,2100810
1120,5767,2101810,6212,2101810
1120,5767,2102810,6212,2102810
1120,5767,2103620,6212,2103620
1121,5775,2104620,6212,2104620
1121,5775,2105170,6212,2105170
1121,5775,2106170,6212,2106170
1121,5775,2106490,6212,2106490
1121,5775,2107490,6212,2107490
1121,5775,2108490,6212,2108490
1121,5775,2109490,6212,2109490
1121,5775,2110490,6212,2110490
1121,5775,2111490,6212,2111490
1121,5775,2112490,6212,2112490
1121,5775,2112950,6212,2112950
1121,5775,2113950,6212,2113950
1122,5776,2114950,6212,2114950
1122,5776,2115950,6212,2115950
