ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5fa9-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
570500.14,12.85,7.68,232251.06,5.23
570448.41,12.85,7.68,232221.56,5.23
570585.24,12.86,7.69,232221.56,5.23
570722.06,12.86,7.69,232316.68,5.24
570670.34,12.86,7.69,232237.98,5.24
571041.06,12.87,7.7,232237.98,5.24
570989.33,12.88,7.7,232416.7,5.24
570937.61,12.88,7.71,232416.7,5.24
570885.89,12.88,7.71,232416.7,5.24
572236.65,12.91,7.74,233393.62,5.27
572184.93,12.91,7.74,233393.62,5.27
572133.2,12.91,7.74,233310.01,5.27
572503.92,12.92,7.75,233310.01,5.27
572957.29,12.93,7.76,233310.01,5.27
572905.57,12.94,7.76,233525.23,5.27
572853.85,12.94,7.77,233742.8,5.28
573126.25,12.95,7.77,233747.42,5.28
573074.53,12.95,7.78,233808.5,5.28
573022.8,12.95,7.78,233808.5,5.28
573159.63,12.96,7.78,234222.38,5.29
573613.0,12.97,7.79,234222.38,5.29
573983.72,12.98,7.8,234222.38,5.3
573932.0,12.98,7.81,234222.38,5.3
573880.27,12.98,7.81,234222.38,5.3
574030.95,12.99,7.81,233863.01,5.29
574504.72,13.0,7.82,233863.03,5.29
575321.96,13.02,7.84,234090.99,5.3
575270.23,13.02,7.85,234243.74,5.3
575407.06,13.02,7.85,234242.96,5.3
575355.33,13.03,7.85,234242.96,5.3
575726.05,13.04,7.86,234242.96,5.3
575674.33,13.04,7.87,234242.96,5.31
575460.28,13.03,7.86,234341.93,5.31
575408.56,13.04,7.86,234344.55,5.31
575356.84,13.04,7.86,234480.89,5.31
575305.11,13.04,7.87,234480.89,5.31
575253.39,13.04,7.87,234480.89,5.32
575201.66,13.04,7.87,234480.89,5.32
575338.49,13.05,7.88,234479.38,5.32
575338.49,13.05,7.88,234479.38,5.32
575286.77,13.05,7.88,234479.38,5.32
575235.04,13.05,7.88,234479.38,5.32
575183.32,13.05,7.88,234767.54,5.33
575131.59,13.06,7.88,234683.93,5.33
575173.38,13.06,7.89,234664.16,5.33
575121.66,13.06,7.89,234664.16,5.33
575069.94,13.06,7.89,234664.16,5.33
575069.94,13.06,7.89,234532.11,5.33
575018.21,13.06,7.89,234532.11,5.33
575155.04,13.07,7.9,234532.11,5.33
575103.31,13.07,7.9,234532.38,5.33
575375.72,13.08,7.91,234559.48,5.33
575895.95,13.09,7.92,234655.32,5.33
576032.77,13.1,7.92,234655.32,5.34
575981.05,13.1,7.93,234655.32,5.34
575929.32,13.1,7.93,234655.32,5.34
576610.39,13.12,7.94,235620.3,5.36
576558.67,13.12,7.95,235588.89,5.36
576996.0,13.13,7.96,235588.89,5.36
577132.83,13.14,7.96,235588.89,5.36
577269.66,13.14,7.97,235586.42,5.36
577111.11,13.14,7.97,235587.24,5.36
577059.38,13.14,7.97,235538.58,5.36
576645.59,13.15,7.98,235538.58,5.37
576782.42,13.16,7.99,235538.58,5.37
576730.69,13.16,7.99,235539.6,5.38
576678.97,13.16,7.99,235554.56,5.38
576627.24,13.17,7.99,235554.56,5.38
576575.52,13.17,7.99,235556.9,5.38
576946.24,13.18,8.0,235556.9,5.38
576894.51,13.18,8.01,235556.9,5.38
576842.79,13.18,8.01,235556.9,5.38
577204.94,13.19,8.02,235556.9,5.38
577153.22,13.19,8.02,235464.11,5.38
577425.62,13.2,8.03,235594.45,5.39
577879.0,13.21,8.04,235911.21,5.39
577463.23,13.21,8.03,235571.54,5.39
577411.5,13.21,8.03,235571.54,5.39
577359.78,13.21,8.04,235571.54,5.39
578178.72,13.23,8.06,235835.7,5.4
577882.02,13.22,8.05,235484.25,5.39
578018.85,13.23,8.06,235502.17,5.39
577967.12,13.23,8.06,235498.93,5.39
577915.4,13.23,8.06,235498.93,5.39
577863.67,13.24,8.06,235498.93,5.39
577811.95,13.24,8.06,235515.85,5.4
577760.23,13.24,8.07,235515.85,5.4
577897.05,13.24,8.07,235516.08,5.4
577845.33,13.25,8.07,235516.08,5.4
578216.05,13.26,8.08,235516.08,5.4
578586.76,13.27,8.09,235522.21,5.4
578535.04,13.27,8.1,235522.21,5.4
578483.32,13.27,8.1,235602.78,5.4
578431.59,13.27,8.1,235601.75,5.41
578659.19,13.28,8.11,236642.19,5.43
579186.85,13.29,8.12,236642.44,5.43
579515.85,13.3,8.13,237459.38,5.45
579464.12,13.3,8.13,237459.38,5.45
579250.08,13.3,8.13,237320.18,5.45
579250.08,13.3,8.13,237219.05,5.45
579250.08,13.3,8.13,237219.05,5.45
579198.36,13.3,8.13,237219.05,5.45
579475.63,13.31,8.14,238281.4,5.47
579423.91,13.31,8.14,238303.07,5.47
579372.18,13.31,8.14,238303.04,5.48
579320.46,13.32,8.14,238304.86,5.48
579268.73,13.32,8.14,238304.86,5.48
579217.01,13.32,8.15,239367.72,5.5
579165.29,13.32,8.15,239254.62,5.5
579113.56,13.32,8.15,239254.62,5.5
579385.97,13.33,8.16,239254.62,5.5
579334.24,13.33,8.16,239253.9,5.51
579330.0,13.34,8.16,239747.43,5.52
579466.83,13.34,8.17,239704.07,5.52
579415.11,13.34,8.17,239704.07,5.52
579363.38,13.35,8.17,239804.71,5.52
579311.66,13.35,8.17,239805.88,5.52
579259.93,13.35,8.18,239802.9,5.53
579259.93,13.35,8.18,239537.68,5.52
579208.21,13.35,8.18,239537.68,5.52
579345.04,13.36,8.18,239537.68,5.52
579345.04,13.36,8.18,239537.68,5.52
579293.31,13.36,8.19,239537.68,5.52
579241.59,13.36,8.19,239537.66,5.52
579612.3,13.37,8.2,239537.66,5.53
579560.58,13.37,8.2,239317.81,5.52
579532.6,13.37,8.2,239625.41,5.53
579480.87,13.38,8.2,239637.48,5.53
579429.15,13.38,8.21,239634.24,5.53
579377.43,13.38,8.21,240360.5,5.55
579649.83,13.39,8.22,240360.71,5.55
580020.55,13.4,8.23,240360.71,5.55
580157.38,13.4,8.23,240357.83,5.55
580294.2,13.41,8.24,240357.85,5.55
580731.54,13.42,8.25,240353.23,5.55
580679.81,13.42,8.25,240359.63,5.56
581058.5,13.43,8.26,240748.95,5.57
581248.56,13.44,8.27,240832.71,5.57
581196.84,13.44,8.27,240832.71,5.57
581333.66,13.45,8.27,240955.33,5.57
581281.94,13.45,8.28,240955.33,5.57
581230.22,13.45,8.28,241856.82,5.6
581178.49,13.45,8.28,241856.82,5.6
581126.77,13.45,8.28,242239.86,5.61
580764.33,13.45,8.28,241858.49,5.6
580764.33,13.45,8.28,241991.39,5.6
580712.6,13.45,8.28,241991.39,5.6
580849.43,13.46,8.28,242114.01,5.61
580797.7,13.46,8.29,242114.01,5.61
580797.7,13.46,8.29,242114.01,5.61
580745.98,13.46,8.29,242114.28,5.61
580882.81,13.47,8.29,242115.09,5.61
581019.63,13.47,8.3,242115.09,5.61
580967.91,13.47,8.3,242115.09,5.61
580916.18,13.47,8.3,242115.09,5.62
581369.56,13.49,8.31,242475.15,5.62
581317.83,13.49,8.32,242475.15,5.63
581266.11,13.49,8.32,242685.49,5.63
581402.94,13.5,8.32,242685.49,5.63
581351.21,13.5,8.33,242685.49,5.63
581299.49,13.5,8.33,242684.5,5.64
581247.76,13.5,8.33,242681.26,5.64
581095.48,13.5,8.33,242367.57,5.63
581232.3,13.5,8.33,242462.68,5.63
581180.58,13.51,8.33,242462.57,5.63
581633.95,13.52,8.35,242589.12,5.64
581770.78,13.52,8.35,242589.12,5.64
581907.6,13.53,8.36,242589.12,5.64
581855.88,13.53,8.36,242588.25,5.64
582376.11,13.54,8.37,243221.59,5.66
582272.66,13.55,8.38,243108.48,5.66
582220.93,13.55,8.38,243108.34,5.66
582169.21,13.55,8.38,242998.48,5.66
582117.49,13.55,8.38,243127.32,5.66
582637.71,13.57,8.39,243144.82,5.66
583081.96,13.58,8.41,243144.82,5.66
583030.24,13.58,8.41,243052.03,5.66
582978.51,13.58,8.41,243052.03,5.66
583349.23,13.59,8.42,243052.03,5.66
583297.51,13.59,8.42,242995.04,5.66
583245.78,13.6,8.42,242881.94,5.66
583773.44,13.61,8.44,242881.94,5.66
583721.71,13.61,8.44,243028.39,5.67
583669.99,13.61,8.44,242935.2,5.67
583618.27,13.61,8.44,242935.2,5.67
583988.98,13.62,8.45,242892.56,5.67
584261.39,13.63,8.46,242892.56,5.67
584789.04,13.65,8.47,242892.56,5.67
586315.35,13.69,8.51,243355.22,5.68
586686.07,13.7,8.52,243351.4,5.68
586634.34,13.7,8.52,243353.45,5.68
586906.75,13.71,8.53,243353.45,5.68
586855.03,13.71,8.54,243360.32,5.68
588726.41,13.75,8.58,246800.82,5.77
589097.12,13.76,8.59,246807.41,5.77
589233.95,13.77,8.6,246807.41,5.77
588667.25,13.76,8.59,246114.85,5.75
588615.52,13.76,8.59,246115.72,5.75
588923.54,13.77,8.6,246316.73,5.76
589060.37,13.78,8.61,246316.66,5.76
589197.19,13.78,8.61,246316.66,5.76
589145.47,13.79,8.61,246331.4,5.76
589093.75,13.79,8.62,246484.15,5.77
589042.02,13.79,8.62,246807.34,5.78
589314.43,13.8,8.63,246867.23,5.78
589314.43,13.8,8.63,246883.74,5.78
589451.25,13.8,8.63,246883.74,5.78
589399.53,13.81,8.63,246883.74,5.78
589536.36,13.81,8.64,246884.32,5.78
589673.18,13.82,8.65,246880.58,5.79
589673.18,13.82,8.65,246880.58,5.79
589810.01,13.82,8.65,246880.58,5.79
589758.28,13.83,8.65,246880.58,5.79
589706.56,13.83,8.65,246879.71,5.79
589843.38,13.83,8.66,247167.8,5.8
589791.66,13.84,8.66,247167.8,5.8
589709.52,13.83,8.66,247116.11,5.8
589674.98,13.84,8.66,247736.76,5.81
589623.26,13.84,8.67,247736.76,5.81
589571.54,13.84,8.67,247728.0,5.82
589519.81,13.84,8.67,247729.43,5.82
589973.19,13.85,8.68,247729.55,5.82
590110.01,13.86,8.69,247729.55,5.82
590058.29,13.86,8.69,247729.69,5.82
590195.11,13.87,8.7,247729.69,5.82
590143.39,13.87,8.7,247987.71,5.83
589879.73,13.86,8.69,247998.48,5.83
589828.0,13.87,8.69,248045.53,5.83
589776.28,13.87,8.7,248045.53,5.83
589632.18,13.87,8.7,247886.39,5.83
589580.46,13.87,8.7,248021.98,5.83
589528.73,13.87,8.7,248105.57,5.84
589982.11,13.88,8.71,248895.23,5.86
589930.38,13.89,8.71,248895.34,5.86
590202.79,13.89,8.72,249091.51,5.86
590573.51,13.9,8.73,249091.51,5.86
590573.51,13.9,8.73,249100.15,5.86
590710.33,13.91,8.74,249483.19,5.87
590658.61,13.91,8.74,249490.82,5.88
590606.89,13.91,8.74,249490.82,5.88
590555.16,13.92,8.74,249490.82,5.88
590202.72,13.91,8.74,249006.07,5.87
590150.99,13.91,8.74,249009.4,5.87
590150.99,13.91,8.74,248976.68,5.87
590287.82,13.92,8.74,248583.4,5.86
590347.18,13.92,8.75,248755.72,5.86
590295.45,13.92,8.75,248819.6,5.87
590432.28,13.93,8.75,248942.22,5.87
590160.73,13.92,8.75,248593.16,5.86
590433.14,13.93,8.76,248593.16,5.87
590381.42,13.93,8.76,248593.16,5.87
590329.69,13.93,8.76,248593.16,5.87
590171.62,13.93,8.76,248484.3,5.87
590308.45,13.94,8.77,248484.3,5.87
590256.72,13.94,8.77,248526.69,5.87
590205.0,13.94,8.77,248435.54,5.87
590341.82,13.95,8.78,248558.16,5.87
590845.06,13.96,8.79,248993.32,5.88
590981.88,13.97,8.8,249115.94,5.89
590930.16,13.97,8.8,249032.33,5.89
590878.44,13.97,8.8,249034.29,5.89
591249.15,13.98,8.81,249034.29,5.89
591249.15,13.98,8.81,249008.23,5.89
591652.92,13.99,8.82,249315.26,5.9
591601.2,14.0,8.82,249315.26,5.9
591549.48,14.0,8.83,249315.26,5.9
591686.3,14.0,8.83,249410.37,5.9
591634.58,14.01,8.83,249754.55,5.91
591830.76,14.01,8.84,248932.93,5.89
591967.58,14.02,8.85,248932.93,5.9
592786.53,14.04,8.87,249197.09,5.9
592734.8,14.04,8.87,249196.94,5.9
592683.08,14.04,8.87,249580.02,5.91
592955.49,14.05,8.88,249590.26,5.92
593317.64,14.06,8.89,249622.51,5.92
593454.47,14.07,8.9,249547.82,5.92
593402.74,14.07,8.9,249892.15,5.93
593351.02,14.07,8.9,249779.05,5.92
593299.29,14.08,8.9,249779.05,5.93
593670.01,14.09,8.91,250215.65,5.94
594040.73,14.1,8.92,250218.31,5.94
593989.01,14.1,8.93,250266.51,5.94
594125.83,14.1,8.93,250445.23,5.95
593763.39,14.1,8.93,250217.19,5.94
593711.66,14.1,8.93,250217.19,5.94
595997.42,14.16,8.98,251099.96,5.96
596368.14,14.17,9.0,251099.96,5.97
596114.03,14.16,8.99,250799.33,5.96
596062.3,14.16,8.99,250791.71,5.96
595783.33,14.16,8.99,250306.36,5.95
595783.33,14.16,8.99,250306.36,5.95
595731.61,14.16,8.99,250681.37,5.96
596017.85,14.17,9.0,250830.71,5.96
596538.08,14.18,9.01,250820.88,5.96
596900.23,14.19,9.02,250820.88,5.96
596848.51,14.2,9.02,251445.95,5.98
596796.78,14.2,9.03,251445.88,5.98
597167.5,14.21,9.04,251757.3,5.99
597695.15,14.22,9.05,252426.93,6.01
597643.43,14.22,9.05,252477.01,6.01
597591.71,14.23,9.05,252477.01,6.01
597539.98,14.23,9.06,252477.01,6.01
597910.7,14.24,9.07,252449.1,6.01
598364.07,14.25,9.08,252809.17,6.02
598312.35,14.25,9.08,252809.17,6.02
598260.63,14.26,9.08,252833.48,6.02
598044.63,14.25,9.08,252636.04,6.02
597992.9,14.25,9.08,252636.04,6.02
597941.18,14.26,9.08,252636.04,6.02
597913.2,14.26,9.09,253823.54,6.05
598050.02,14.26,9.09,253823.54,6.05
598050.02,14.26,9.09,253804.28,6.05
598322.43,14.27,9.1,254046.75,6.06
598459.26,14.28,9.11,254046.75,6.06
598912.63,14.29,9.12,254043.79,6.06
599366.01,14.3,9.13,254409.3,6.07
599502.83,14.31,9.14,254478.73,6.07
599639.66,14.31,9.14,254478.73,6.07
599587.93,14.32,9.14,254449.24,6.08
599536.21,14.32,9.15,254448.86,6.08
599898.36,14.33,9.16,254762.29,6.09
599846.64,14.33,9.16,254762.29,6.09
599794.92,14.33,9.16,254762.29,6.09
599743.19,14.34,9.16,254762.29,6.09
599691.47,14.34,9.17,254762.29,6.09
599963.87,14.35,9.17,254958.46,6.1
600432.5,14.36,9.19,254874.43,6.1
600380.78,14.36,9.19,254875.02,6.1
600329.05,14.37,9.19,254765.16,6.1
600849.28,14.38,9.21,255187.42,6.11
601243.74,14.39,9.22,256673.64,6.14
601192.01,14.39,9.22,256673.64,6.14
600726.04,14.38,9.21,256403.29,6.14
601246.26,14.4,9.23,256413.64,6.14
601194.54,14.4,9.23,256413.64,6.14
601331.37,14.41,9.23,256415.12,6.14
601279.64,14.41,9.24,256415.12,6.14
601227.92,14.41,9.24,256415.12,6.15
601176.19,14.41,9.24,256358.13,6.15
601138.32,14.42,9.24,255793.64,6.13
601086.6,14.42,9.24,255793.41,6.14
601034.87,14.42,9.25,255801.15,6.14
600983.15,14.42,9.25,255801.15,6.14
600931.42,14.42,9.25,256081.59,6.15
601310.11,14.43,9.26,256081.59,6.15
601582.52,14.44,9.27,256318.02,6.15
601530.79,14.45,9.27,256318.02,6.16
601901.51,14.46,9.28,256318.02,6.16
602410.71,14.47,9.3,256319.71,6.16
602781.43,14.48,9.31,256319.71,6.16
603234.8,14.49,9.32,256319.71,6.16
603074.86,14.49,9.32,256053.47,6.15
603023.14,14.49,9.32,256053.47,6.15
603295.55,14.5,9.33,256053.47,6.15
603243.82,14.5,9.33,256053.47,6.16
603697.2,14.52,9.34,256051.46,6.16
603645.47,14.52,9.35,256021.97,6.16
603782.3,14.52,9.35,256316.33,6.17
603730.58,14.53,9.35,256495.05,6.17
604002.98,14.54,9.36,256798.4,6.18
604139.81,14.54,9.37,256798.4,6.18
604412.21,14.55,9.38,256798.4,6.18
604360.49,14.55,9.38,256798.4,6.18
604685.86,14.56,9.39,257181.43,6.19
604437.32,14.56,9.39,256942.88,6.19
604574.15,14.56,9.39,256948.87,6.19
604522.43,14.57,9.39,256948.87,6.19
604380.89,14.56,9.39,256868.02,6.19
604653.3,14.57,9.4,256880.94,6.19
604790.12,14.58,9.41,256880.94,6.19
604738.4,14.58,9.41,256851.45,6.19
604324.6,14.6,9.43,256851.45,6.2
604844.83,14.61,9.44,256851.03,6.21
604703.29,14.61,9.44,256852.8,6.21
605028.66,14.62,9.45,256854.57,6.21
605012.55,14.62,9.45,257031.61,6.21
604960.82,14.63,9.45,257112.75,6.22
605097.65,14.63,9.46,257112.75,6.22
605045.92,14.63,9.46,256584.16,6.21
605182.75,14.64,9.47,256583.21,6.21
605131.03,14.64,9.47,256978.24,6.22
605079.3,14.64,9.47,256874.42,6.22
605027.58,14.65,9.47,256908.24,6.22
604975.85,14.65,9.48,256907.87,6.22
605112.68,14.66,9.48,256907.87,6.22
605060.96,14.66,9.49,256907.12,6.22
605009.23,14.66,9.49,256858.51,6.22
605061.02,14.66,9.49,256848.74,6.22
605333.43,14.67,9.5,256848.7,6.23
605281.71,14.67,9.5,256994.31,6.23
604917.23,14.67,9.49,256656.73,6.22
604865.51,14.67,9.5,256656.73,6.22
604813.79,14.67,9.5,256656.73,6.23
604762.06,14.67,9.5,256656.73,6.23
604710.34,14.68,9.5,256656.73,6.23
605035.7,14.69,9.51,256684.72,6.23
605172.53,14.69,9.52,256770.66,6.23
605172.53,14.69,9.52,256770.66,6.23
605181.01,14.7,9.52,255987.39,6.22
605129.28,14.7,9.53,255987.39,6.22
605077.56,14.7,9.53,255894.61,6.22
605025.84,14.7,9.53,255894.61,6.22
604974.11,14.71,9.53,255894.61,6.22
604922.39,14.71,9.54,255894.61,6.22
605059.21,14.71,9.54,255894.61,6.22
605007.49,14.72,9.54,255894.61,6.22
604955.76,14.72,9.55,255894.61,6.23
604904.04,14.72,9.55,255892.23,6.23
605040.87,14.73,9.55,255892.23,6.23
604989.14,14.73,9.56,255892.23,6.23
605351.3,14.74,9.57,256205.67,6.24
605299.57,14.74,9.57,256073.43,6.24
605752.95,14.75,9.58,256850.26,6.26
605701.22,14.76,9.58,256871.82,6.26
605649.5,14.76,9.59,256871.8,6.26
605597.77,14.76,9.59,256970.55,6.26
605546.05,14.76,9.59,256970.55,6.27
605494.33,14.77,9.59,256970.6,6.27
605442.6,14.77,9.6,256971.79,6.27
605809.42,14.78,9.61,257196.71,6.27
605757.7,14.78,9.61,257200.57,6.28
605190.99,14.77,9.6,256508.0,6.26
605139.27,14.77,9.6,256508.16,6.26
605087.54,14.78,9.6,256510.49,6.26
605035.82,14.78,9.61,256510.49,6.27
604754.58,14.77,9.6,256270.08,6.26
604702.86,14.78,9.6,256161.76,6.26
604651.13,14.78,9.61,256427.36,6.27
604599.41,14.78,9.61,256439.4,6.27
604333.98,14.78,9.6,256685.83,6.28
604470.8,14.78,9.61,256808.45,6.28
604470.8,14.78,9.61,256808.45,6.28
604419.08,14.79,9.61,256812.46,6.28
604367.35,14.79,9.62,256813.3,6.28
604315.63,14.79,9.62,256715.73,6.28
604263.9,14.79,9.62,256711.79,6.28
603901.46,14.79,9.61,256469.52,6.28
604038.29,14.79,9.62,256485.24,6.28
603986.56,14.79,9.62,256485.24,6.28
603934.84,14.8,9.62,256491.86,6.28
603883.12,14.8,9.63,256491.86,6.29
603831.39,14.8,9.63,256491.86,6.29
604202.11,14.81,9.64,256491.86,6.29
604580.8,14.82,9.65,256508.98,6.29
604529.07,14.83,9.65,256506.43,6.29
604891.23,14.84,9.66,256506.43,6.29
605418.88,14.85,9.68,257148.76,6.31
605691.29,14.86,9.69,257148.63,6.31
605639.56,14.86,9.69,257148.63,6.31
605587.84,14.86,9.69,257147.15,6.31
605536.12,14.87,9.69,257147.15,6.31
605672.94,14.87,9.7,257147.15,6.31
605384.83,14.87,9.69,257148.8,6.31
605333.1,14.87,9.7,257148.8,6.32
605605.51,14.88,9.71,257148.8,6.32
605553.79,14.88,9.71,257149.71,6.32
605502.06,14.88,9.71,257149.71,6.32
605872.78,14.89,9.72,257385.82,6.33
606243.5,14.9,9.73,257385.82,6.33
606680.83,14.92,9.74,257386.2,6.33
606629.11,14.92,9.75,257388.09,6.33
606577.39,14.92,9.75,257520.5,6.33
606525.66,14.92,9.75,257682.78,6.34
606662.49,14.93,9.76,257916.07,6.35
606799.31,14.94,9.76,257911.29,6.35
606747.59,14.94,9.77,257903.95,6.35
607200.96,14.95,9.78,257903.95,6.35
607149.24,14.95,9.78,257903.95,6.35
607097.52,14.96,9.78,257903.95,6.35
607045.79,14.96,9.79,257899.17,6.36
607416.51,14.97,9.8,258028.34,6.36
608015.72,14.98,9.81,258670.26,6.37
607601.92,15.0,9.83,258669.94,6.39
607550.2,15.01,9.83,258669.21,6.39
607928.89,15.02,9.84,258669.21,6.39
608201.3,15.03,9.85,258690.89,6.39
608149.57,15.03,9.86,258758.7,6.39
608097.85,15.03,9.86,259144.91,6.41
608046.12,15.03,9.86,259144.91,6.41
607994.4,15.04,9.86,259178.83,6.41
608365.12,15.05,9.87,259178.83,6.41
608727.27,15.06,9.89,259178.98,6.41
608675.55,15.06,9.89,259178.98,6.41
608623.82,15.06,9.89,259178.98,6.41
608261.38,15.06,9.88,259178.98,6.42
608209.66,15.06,9.89,259179.3,6.42
608346.48,15.06,9.89,259248.16,6.42
608294.76,15.07,9.89,259248.16,6.42
608431.58,15.07,9.9,259165.93,6.42
608017.79,15.09,9.92,259165.93,6.43
607966.07,15.1,9.92,259146.57,6.43
608238.47,15.1,9.93,259611.24,6.45
608186.75,15.11,9.93,259604.85,6.45
608640.12,15.12,9.95,260811.52,6.48
608588.4,15.12,9.95,260811.54,6.48
608536.68,15.12,9.95,260822.96,6.48
608484.95,15.13,9.95,260822.96,6.48
608433.23,15.13,9.96,260822.96,6.49
608381.5,15.13,9.96,260823.48,6.49
608329.78,15.13,9.96,260823.48,6.49
608278.06,15.14,9.96,260823.48,6.49
608226.33,15.14,9.97,260823.48,6.49
607865.92,15.13,9.96,260523.95,6.49
607814.19,15.13,9.96,260503.48,6.49
607814.19,15.13,9.96,260503.48,6.49
607710.75,15.14,9.97,261510.0,6.51
608081.46,15.15,9.98,261495.71,6.52
608029.74,15.15,9.98,261542.19,6.52
607978.02,15.16,9.98,261376.03,6.52
607950.03,15.16,9.99,261596.84,6.52
607898.31,15.16,9.99,261596.84,6.52
607898.31,15.16,9.99,261659.68,6.53
608035.14,15.17,10.0,261659.68,6.53
607983.41,15.17,10.0,261654.89,6.53
607931.69,15.17,10.0,261654.89,6.53
607931.69,15.17,10.0,261606.34,6.53
607879.96,15.18,10.0,261606.34,6.53
608152.37,15.18,10.01,261726.17,6.53
608523.09,15.2,10.02,261937.61,6.54
608109.29,15.22,10.04,261937.61,6.55
607920.64,15.21,10.04,261938.47,6.55
607868.92,15.21,10.04,261938.47,6.56
608247.6,15.23,10.05,263232.87,6.59
608626.29,15.24,10.06,263680.07,6.6
608412.25,15.23,10.06,263436.23,6.6
608360.52,15.24,10.06,263326.37,6.59
608308.8,15.24,10.07,263332.41,6.6
608445.63,15.24,10.07,263332.69,6.6
608393.9,15.25,10.07,263461.46,6.6
608342.18,15.25,10.08,263461.46,6.6
608290.45,15.25,10.08,263351.6,6.6
608238.73,15.25,10.08,263351.6,6.6
608617.42,15.27,10.09,263267.21,6.6
608565.69,15.27,10.1,263154.11,6.6
608513.97,15.27,10.1,263154.11,6.6
608462.25,15.27,10.1,263154.11,6.61
608410.52,15.28,10.1,263124.62,6.61
608358.8,15.28,10.11,263128.45,6.61
608495.62,15.29,10.11,263130.35,6.61
608443.9,15.29,10.12,263073.36,6.61
608392.17,15.29,10.12,263061.45,6.61
608529.0,15.3,10.12,263061.45,6.61
608477.28,15.3,10.13,263061.45,6.61
608425.55,15.3,10.13,263228.43,6.62
608373.83,15.3,10.13,263228.43,6.62
608322.1,15.31,10.13,263601.37,6.63
608115.21,15.32,10.14,263961.4,6.65
608063.48,15.32,10.15,263790.31,6.65
608011.76,15.32,10.15,263790.31,6.65
607960.04,15.32,10.15,263932.97,6.65
607908.31,15.33,10.15,263933.66,6.65
607494.52,15.35,10.18,263933.66,6.67
607865.24,15.36,10.19,263788.1,6.67
608235.95,15.37,10.2,263788.61,6.67
608372.78,15.38,10.2,263788.61,6.67
608321.06,15.38,10.21,264078.32,6.68
608471.73,15.39,10.21,263718.96,6.67
608608.56,15.39,10.22,263718.95,6.67
608979.28,15.4,10.23,263718.95,6.67
608927.55,15.41,10.23,263719.76,6.67
609064.38,15.41,10.24,263722.26,6.67
609012.65,15.42,10.24,263722.26,6.68
608960.93,15.42,10.25,263723.05,6.68
608909.2,15.42,10.25,263875.8,6.68
608800.65,15.42,10.25,263773.95,6.68
608748.93,15.42,10.25,263807.84,6.68
609021.34,15.43,10.26,263744.22,6.68
608939.19,15.43,10.26,263456.84,6.68
609309.91,15.44,10.27,263456.84,6.68
609306.1,15.44,10.27,263397.23,6.68
608892.3,15.47,10.29,263397.23,6.69
608932.02,15.47,10.3,263436.35,6.69
609068.84,15.48,10.3,263623.41,6.7
609017.12,15.48,10.31,263618.84,6.7
608656.7,15.47,10.3,263286.36,6.69
608604.98,15.47,10.3,263286.38,6.69
608553.26,15.48,10.31,263286.38,6.7
608690.08,15.48,10.31,263286.38,6.7
608638.36,15.49,10.31,263286.38,6.7
608586.63,15.49,10.32,263287.23,6.7
608675.55,15.49,10.32,263324.89,6.7
608623.83,15.5,10.33,263203.81,6.7
608760.65,15.5,10.33,263203.81,6.7
609139.34,15.52,10.34,263203.81,6.7
609276.17,15.52,10.35,263326.43,6.71
609412.99,15.53,10.36,263324.81,6.71
609549.82,15.54,10.36,263479.29,6.72
609583.49,15.54,10.37,263403.09,6.72
609531.77,15.54,10.37,263403.12,6.72
609668.59,15.55,10.38,263393.88,6.72
609616.87,15.55,10.38,263395.36,6.72
609565.14,15.56,10.38,263311.75,6.72
609513.42,15.56,10.39,263311.75,6.72
609513.42,15.56,10.39,263331.08,6.72
609461.7,15.56,10.39,263398.31,6.72
609358.25,15.57,10.39,263285.21,6.73
609495.07,15.57,10.4,263284.97,6.73
609865.79,15.58,10.41,263585.89,6.74
609814.07,15.59,10.41,263585.95,6.74
609762.34,15.59,10.42,263608.23,6.74
609710.62,15.59,10.42,263562.08,6.74
610072.77,15.6,10.43,263562.08,6.74
610209.6,15.61,10.44,263562.08,6.74
610346.42,15.62,10.44,263562.07,6.74
610671.79,15.63,10.46,263794.78,6.75
610620.07,15.63,10.46,263794.78,6.75
611439.01,15.65,10.48,264058.94,6.76
611809.73,15.66,10.49,264058.94,6.76
611758.0,15.67,10.49,264058.94,6.76
611894.83,15.67,10.5,264059.47,6.76
611843.1,15.68,10.5,264002.48,6.76
612213.82,15.69,10.52,264028.15,6.77
612162.1,15.69,10.52,263896.07,6.76
613767.24,15.74,10.56,265135.7,6.8
613715.52,15.74,10.57,265558.96,6.81
614086.24,15.75,10.58,265870.38,6.82
614034.51,15.75,10.58,265866.17,6.82
