ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
cpu050,0.0,1.3,42,1.0,5fa9,Random1000desharemdf81a,share,random,f81a,2424,7439,52.2,98.6,91.4,275898572996608.0,6122.0,5677510.0,37.18,29.07,1.18,27.39,1.13,4.04,0.0,98.82,528302452244480.0,6212.0,6212000.0
